#space multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
a._c._conductivity	e.sI._cAlakawA#e.sI._cAlakawA#noun#3#RM
pulse_repetition_frequency	spaMxa_punarAvarwana_Avqwwi#spaMxa_punarAvarwana_Avqwwi#noun#3#RM
pulse_stretcher	spaMxa_viswAraka#spaMxa_viswAraka#noun#2#RM
pulse_stuffing	spaMxa_aMwarBaraNa#spaMxa_aMwarBaraNa#noun#2#RM
pulse_stuffing_multiplexer	spaMxa_aMwarBaraNa_bahusaMkewaka#spaMxa_aMwarBaraNa_bahusaMkewaka#noun#3#RM
pulse_transformer	spaMxa_trAMsaPZoYrmara#spaMxa_trAMsaPZoYrmara#noun#2#RM
pulse_width	spaMxa_viswAra#spaMxa_viswAra#noun#2#RM
pulsed_bedosorption	spaMxiwa_saMswara_SoRaNa#spaMxiwa_saMswara_SoRaNa#noun#2#RM
pulsed_laser	spaMxiwa_lesara#spaMxiwa_lesara#noun#2#RM
pump_and_drive_assembly	paMpa_Ora_cAlaka_samuccaya#paMpa_Ora_cAlaka_samuccaya#noun#4#RM
pump_frequency	paMpa_Avqwwi#paMpa_Avqwwi#noun#2#RM
pump_pressurization	paMpa_nipIdana#paMpa_nipIdana#noun#2#RM
punched_card	Cixriwa_kArda#Cixriwa_kArda#noun#2#RM
purge_gas	pramArjaka_gEsa#pramArjaka_gEsa#noun#2#RM
push_back	pICe_XakelanA/puSabEka#pICe_XakelanA/puSabEka#noun#2#RM
pyro_cartridge	agnika_kArawUsa#agnika_kArawUsa#noun#2#RM
pyro_device	agnika_yukwi#agnika_yukwi#noun#2#RM
pyro_system	agnika_waMwra#agnika_waMwra#noun#2#RM
pyro_valve	agnika_vAlva#agnika_vAlva#noun#2#RM
pyrolytic_graphite	wApa_apaGatanI_grePZAita#wApa_apaGatanI_grePZAita#noun#2#RM
pyrophoric_powder	sPuliMgI_pAudara/svawa:_jvalanaSIla_pAudara/svAgnika_pAudara#sPuliMgI_pAudara/svawa:_jvalanaSIla_pAudara/svAgnika_pAudara#noun#2#RM
pyrotechnique_ignition	agnikI_prajvalana#agnikI_prajvalana#noun#2#RM
quadriphase_shift_carrier	cawuRkalA_visWApana_vAhaka#cawuRkalA_visWApana_vAhaka#noun#3#RM
quadriphase_shift_keying_(_qpsk_)	cawuRkalA_visWApana_kuMjIyana_(kyU.pI.esa.ke.)#cawuRkalA_visWApana_kuMjIyana_(kyU.pI.esa.ke.)#noun#5#RM
qualification_test	yogyawA_parIkRaNa#yogyawA_parIkRaNa#noun#2#RM
quality_assurance	guNawA_ASvAsana#guNawA_ASvAsana#noun#2#RM
quality_control	guNawA_niyaMwraNa#guNawA_niyaMwraNa#noun#2#RM
quality_factor	guNawA_kAraka/guNawA_Gataka/guNawA_guNAMka#guNawA_kAraka/guNawA_Gataka/guNawA_guNAMka#noun#2#RM
quality_rating	guNawA_nirXAra#guNawA_nirXAra#noun#2#RM
quality_requirement	AvaSyaka_guNa#AvaSyaka_guNa#noun#2#RM
quantised_molecule	kvAntiwa_aNu#kvAntiwa_aNu#noun#2#RM
quantised_orbit	kvAntiwa_kakRA#kvAntiwa_kakRA#noun#2#RM
quantised_state	kvAntiwa_avasWA#kvAntiwa_avasWA#noun#2#RM
quantization_code	kvAntamIkaraNa_koda/rASikaraNa_koda#kvAntamIkaraNa_koda/rASikaraNa_koda#noun#2#RM
quantizer_nonlinearity	rASikara_arEKikawA#rASikara_arEKikawA#noun#2#RM
quantizing_process	rASikaraNa_prakrama#rASikaraNa_prakrama#noun#2#RM
quantum_tunneling	kvAntama_suraMgana#kvAntama_suraMgana#noun#2#RM
quarterwave_length	cawurWAMSa_waraMgaxErGya#cawurWAMSa_waraMgaxErGya#noun#2#RM
quartz_clock	kvArtjZa_GadZI#kvArtjZa_GadZI#noun#2#RM
quasi_dielectric	parAvExyuwa_kalpa#parAvExyuwa_kalpa#noun#2#RM
quasi_optimal	iRtavaw#iRtavaw#noun#2#RM
quasi_stable_circuit	sWAyIkalpa_paripaWa#sWAyIkalpa_paripaWa#noun#3#RM
quasi_static	sWEwika_kalpa#sWEwika_kalpa#noun#2#RM
quasi_static_range	sWEwika_kalpa_parAsa#sWEwika_kalpa_parAsa#noun#3#RM
quasi_steady_theory	sWAyI_kalpa_sixXAMwa#sWAyI_kalpa_sixXAMwa#noun#3#RM
quasi_transversepropagation	anuprasWavaw_saMcaraNa#anuprasWavaw_saMcaraNa#noun#2#RM
quaternary_phase	cawuRka_prAvasWA#cawuRka_prAvasWA#noun#2#RM
quench_radiation	SAmaka_vikiraNa#SAmaka_vikiraNa#noun#2#RM
quenched_oscillation	Samiwa_xolana#Samiwa_xolana#noun#2#RM
quick_look	xruwa_xarSa#xruwa_xarSa#noun#2#RM
quick_look_data	xruwa_xarSa_AzkadZA#xruwa_xarSa_AzkadZA#noun#3#RM
quick_look_display	xruwa_xarSa_praxarSa#xruwa_xarSa_praxarSa#noun#3#RM
quick_look_interface	xruwa_xarSa_aMwarApqRTa#xruwa_xarSa_aMwarApqRTa#noun#3#RM
r.f._power_meter	rediyo_Avqwwi_SakwimApI#rediyo_Avqwwi_SakwimApI#noun#3#RM
race_condition	XAvAvasWA#XAvAvasWA#noun#2#RM
rack_and_panelconnector	rEka-pEnala_saMbaMXaka#rEka-pEnala_saMbaMXaka#noun#3#RM
radar_(_sar_)	(esa.e.Ara.)_redAra#(esa.e.Ara.)_redAra#noun#3#RM
radar_altimetry	redAra_wuMgawAmiwi#redAra_wuMgawAmiwi#noun#2#RM
radar_antenna	redAra_EntenA#redAra_EntenA#noun#2#RM
radar_astronomy	redAra_KagolikI#redAra_KagolikI#noun#2#RM
radar_balloon	redAra_bElUna#redAra_bElUna#noun#2#RM
radar_cross-section	redAra_anuprasWa_kAta#redAra_anuprasWa_kAta#noun#2#RM
radar_display_room	redAra_praxarSa_kakRa#redAra_praxarSa_kakRa#noun#3#RM
radar_fix	redAra_sWAna_nirXAraNa#redAra_sWAna_nirXAraNa#noun#2#RM
radar_grammetry	redAragrAmiwi#redAragrAmiwi#noun#2#RM
radar_hunting	redArI_Koja#redArI_Koja#noun#2#RM
radar_map	redAra_mAnaciwra#redAra_mAnaciwra#noun#2#RM
radar_shadow	redAra_CAyA#redAra_CAyA#noun#2#RM
radar_vector	redAra_saxiSa#redAra_saxiSa#noun#2#RM
radial_bar	arIya_xaMda#arIya_xaMda#noun#2#RM
radial_burning	arIya_jvalana#arIya_jvalana#noun#2#RM
radial_canal	arIya_nAla#arIya_nAla#noun#2#RM
radial_mode	wrijya_viXA#wrijya_viXA#noun#2#RM
radial_time_base	wrijya_samayAXAra#wrijya_samayAXAra#noun#3#RM
radial_velocity	arIya_vega#arIya_vega#noun#2#RM
radiance_standard	vikiraNawA_mAnaka#vikiraNawA_mAnaka#noun#2#RM
radiant_emittance	vikiraNI_uwsarjakawA#vikiraNI_uwsarjakawA#noun#2#RM
radiant_existence	vikiraNI_aswiwva#vikiraNI_aswiwva#noun#2#RM
radiant_meteor	vikiraNI_ulkA#vikiraNI_ulkA#noun#2#RM
radiation_cooling	vikiraNa_SIwalana#vikiraNa_SIwalana#noun#2#RM
radiation_effect	vikiraNa_praBAva#vikiraNa_praBAva#noun#2#RM
radiation_fog	vikiraNa_kuharA#vikiraNa_kuharA#noun#2#RM
radiation_growth	vikiraNa_prarohaNa/vikiraNa_vqxXi#vikiraNa_prarohaNa/vikiraNa_vqxXi#noun#2#RM
radiation_hardening	vikiraNa_kaTorana#vikiraNa_kaTorana#noun#2#RM
radiation_potential	vikiraNa_viBava#vikiraNa_viBava#noun#2#RM
radiation_pressure	vikiraNa_xAba#vikiraNa_xAba#noun#2#RM
radiation_protection	vikiraNa_surakRA#vikiraNa_surakRA#noun#2#RM
radiation_reaction	vikiraNa_prawikriyA/vikiraNa_aBikriyA#vikiraNa_prawikriyA/vikiraNa_aBikriyA#noun#2#RM
radiation_resistance	vikiraNa_prawiroXa#vikiraNa_prawiroXa#noun#2#RM
radiative_envelope	vikiraNI_AvaraNa#vikiraNI_AvaraNa#noun#2#RM
radiative_gradient	vikiraNa_pravaNawA#vikiraNa_pravaNawA#noun#2#RM
radiative_origin	vikiraNI_srowa#vikiraNI_srowa#noun#2#RM
radio_amateur	rediyo_SOkIna#rediyo_SOkIna#noun#2#RM
radio_astronomy	rediyo_KagolikI#rediyo_KagolikI#noun#2#RM
radio_autograph	rediyo_svaciwra#rediyo_svaciwra#noun#2#RM
radio_frequency	rediyo_Avqwwi#rediyo_Avqwwi#noun#2#RM
radio_frequency_welding	rediyo_Avqwwi_saMXAna/rediyo_Avqwwi_veldiMga#rediyo_Avqwwi_saMXAna/rediyo_Avqwwi_veldiMga#noun#3#RM
radio_galaxy	rediyo_gElEksI/rediyo_maMxAkinI#rediyo_gElEksI/rediyo_maMxAkinI#noun#2#RM
radio_guidance	rediyo_nirxeSana#rediyo_nirxeSana#noun#2#RM
radio_isotope	rediyo_samasWAnika/rediyo_Aisotopa#rediyo_samasWAnika/rediyo_Aisotopa#noun#2#RM
radio_location	rediyo_sWAna_nirXAraNa/rediyo_sWApana#rediyo_sWAna_nirXAraNa/rediyo_sWApana#noun#2#RM
radio_telemetry	rediyo_xUramiwi#rediyo_xUramiwi#noun#2#RM
radio_telephone	rediyo_telIPZona/rediyo_xUraBARa#rediyo_telIPZona/rediyo_xUraBARa#noun#2#RM
radiocarbon_dating	rediyokArbana_kAlanirXAraNa#rediyokArbana_kAlanirXAraNa#noun#2#RM
radiological_toxicity	vikiraNajaniwa_viRAkwawA#vikiraNajaniwa_viRAkwawA#noun#2#RM
radiometric_correction	vikiraNamiwIya_saMSoXana#vikiraNamiwIya_saMSoXana#noun#2#RM
radiometric_reference	vikiraNamiwIya_saMxarBa#vikiraNamiwIya_saMxarBa#noun#2#RM
radius_of_curvature	vakrawA_wrijyA#vakrawA_wrijyA#noun#3#RM
radius_of_gyration	pariBramaNa_wrijyA#pariBramaNa_wrijyA#noun#3#RM
radius_vector	XruvAMwara_reKA/wrijyA_saxiSa#XruvAMwara_reKA/wrijyA_saxiSa#noun#2#RM
rail_type_launcher	rela_pramociwra#rela_pramociwra#noun#3#RM
rainfall_attenuation	vqRtIya_kRINana/varRA_kRINana#vqRtIya_kRINana/varRA_kRINana#noun#2#RM
ramp_function	rEmpa_Palana#rEmpa_Palana#noun#2#RM
random_access_memoryram_)	smqwi_(rEma)_yAxqcCika_aBigama#smqwi_(rEma)_yAxqcCika_aBigama#noun#3#RM
random_access_recording	aBileKana#aBileKana#noun#3#RM
random_access_storage	yAxqcCika_aBigama_saMcayana#yAxqcCika_aBigama_saMcayana#noun#3#RM
random_mixing_injector	yAxqcCika_miSraNa_aMwa:kRepiwra#yAxqcCika_miSraNa_aMwa:kRepiwra#noun#3#RM
random_noise	yAxqcCika_rava/reMdama_nAijZa#yAxqcCika_rava/reMdama_nAijZa#noun#2#RM
random_process	yAxqcCika_prakrama/yAxqcCika_prakriyA#yAxqcCika_prakrama/yAxqcCika_prakriyA#noun#2#RM
random_property	yAxqcCika_guNaXarma#yAxqcCika_guNaXarma#noun#2#RM
random_vibration	yAxqcCika_kaMpana#yAxqcCika_kaMpana#noun#2#RM
random_walk	yAxqcCika_gamana#yAxqcCika_gamana#noun#2#RM
range_direction	parAsa_xiSA#parAsa_xiSA#noun#2#RM
range_discrimination_n	UrI_viBexana#UrI_viBexana#noun#3#RM
range_engineering	reMja_iMjIniyarI#reMja_iMjIniyarI#noun#2#RM
range_for_comfort	susWawA_parAsa/suKa_parisara#susWawA_parAsa/suKa_parisara#noun#3#RM
range_gate_pulse	parAsa_xvA_spaMxa#parAsa_xvA_spaMxa#noun#3#RM
range_mark	parAsa_cihna#parAsa_cihna#noun#2#RM
range_province	parAsa_kRewra#parAsa_kRewra#noun#2#RM
range_rate	parAsa_xara_xXaTTaxaDZadDa_xmaTTaDadDaxyanr_parAsa_surakRA/reMja_surakRA#parAsa_xara_xXaTTaxaDZadDa_xmaTTaDadDaxyanr_parAsa_surakRA/reMja_surakRA#noun#2#RM
range_time_system	parAsa_kAla_waMMwra#parAsa_kAla_waMMwra#noun#3#RM
rapid_aquisitionsequence	xruwa_arjana_anukrama#xruwa_arjana_anukrama#noun#2#RM
raschig_ring	rASiga_valaya#rASiga_valaya#noun#2#RM
rat_race	rEta_resa/xurXAva#rEta_resa/xurXAva#noun#2#RM
rate_action	kriyA_xara#kriyA_xara#noun#2#RM
rate_constant	xara_niyawAMka#xara_niyawAMka#noun#2#RM
rate_flowmeter	xara_pravAhamApI#xara_pravAhamApI#noun#2#RM
rate_gyroscope	xara_jAiroxarSI/xara_jAiroskopa#xara_jAiroxarSI/xara_jAiroskopa#noun#2#RM
rate_integrating_gyroscope_(_rig_)	xara_samAkalanI_jAiroxarSI_(Ara.Ai.jI.)#xara_samAkalanI_jAiroxarSI_(Ara.Ai.jI.)#noun#5#RM
rate_of_chemical	rAsAyanika#rAsAyanika#noun#3#RM
rate_of_strain	vikqwi_xara#vikqwi_xara#noun#3#RM
rate_response	xara_anukriyA#xara_anukriyA#noun#2#RM
rated_specific_impulse	anumawa_viSiRta_Avega#anumawa_viSiRta_Avega#noun#3#RM
rated_specific_propellant_consumption	anumawa_viSiRta_noxaka_Kapawa#anumawa_viSiRta_noxaka_Kapawa#noun#4#RM
rated_thrust	anumawa_praNoxa#anumawa_praNoxa#noun#2#RM
rationalized_angle	parimeyIkqwa_koNa#parimeyIkqwa_koNa#noun#2#RM
ravitational_instability	guruwvIya_asWAyiwva#guruwvIya_asWAyiwva#noun#2#RM
raw_material	kaccA_mAla/kaccI_sAmagrI#kaccA_mAla/kaccI_sAmagrI#noun#2#RM
re-entry_effect	puna:_praveSa_praBAva#puna:_praveSa_praBAva#noun#2#RM
reaction_chamber	aBikriyA_kakRa#aBikriyA_kakRa#noun#2#RM
reaction_curve	aBikriyA_vakra#aBikriyA_vakra#noun#2#RM
reaction_engine	prawikriyA_iMjana#prawikriyA_iMjana#noun#2#RM
reaction_jet_system	prawikriyA_jeta_waMwra#prawikriyA_jeta_waMwra#noun#3#RM
reaction_kinetics	aBikriyA_gawikI#aBikriyA_gawikI#noun#2#RM
reaction_motor	prawikriyA_motara#prawikriyA_motara#noun#2#RM
reaction_rate	aBikriyA_xara#aBikriyA_xara#noun#2#RM
reaction_wheel_system	prawikriyA_pahiyA_waMwra#prawikriyA_pahiyA_waMwra#noun#3#RM
reactor_vessel	riEktara_pAwra#riEktara_pAwra#noun#2#RM
read_head_instruction	paTanaSIrRa_anuxeSa#paTanaSIrRa_anuxeSa#noun#3#RM
read_only_memory_(_rom_)	paTana_mAwra_smqwi_(roYma)#paTana_mAwra_smqwi_(roYma)#noun#5#RM
read_relay	paTana_prawisAraNa/rIda_rile#paTana_prawisAraNa/rIda_rile#noun#2#RM
ready_reckoner	prApya/sulaBa_sAraNI#prApya/sulaBa_sAraNI#noun#2#RM
ready_signal	wEyAra_signala/prApya_(signala)#wEyAra_signala/prApya_(signala)#noun#2#RM
real_time	vAswavika_kAla#vAswavika_kAla#noun#2#RM
real_time_system	vAswavika_kAla_waMwra#vAswavika_kAla_waMwra#noun#3#RM
real_time_telemetry_data	vAswavika_kAla_xUramiwi_AzkadZe#vAswavika_kAla_xUramiwi_AzkadZe#noun#4#RM
realise_,_realization	prApwa/prApwi#prApwa/prApwi#noun#3#RM
receiver_sensitivity	aBigrAhI_sugrAhiwA#aBigrAhI_sugrAhiwA#noun#2#RM
receiver_synchro_torque	siMkro-toYrka_aBigrAhI#siMkro-toYrka_aBigrAhI#noun#3#RM
receiving_station	aBigrAhI_keMxra#aBigrAhI_keMxra#noun#2#RM
reciprocating_pump	prawyAgAmI_paMpa#prawyAgAmI_paMpa#noun#2#RM
recombination_process	punaryojana_prakrama#punaryojana_prakrama#noun#2#RM
reconnaissance_mapping	AvIkRI_mAnaciwraNa#AvIkRI_mAnaciwraNa#noun#2#RM
reconnaissance_missile	AvIkRI_misAila/AvIkRI#AvIkRI_misAila/AvIkRI#noun#2#RM
reconnaissance_satellite	AvIkRI_upagraha#AvIkRI_upagraha#noun#2#RM
record_form	aBileKa_prapawra#aBileKa_prapawra#noun#2#RM
record_head	aBileKI_SIrRa#aBileKI_SIrRa#noun#2#RM
record_storage	aBileKa_saMcayana#aBileKa_saMcayana#noun#2#RM
recording_instrument	aBileKana_yaMwra#aBileKana_yaMwra#noun#2#RM
recording_method	aBileKana_viXi#aBileKana_viXi#noun#2#RM
recoverable_launch	puna:prApya_pramocana#puna:prApya_pramocana#noun#2#RM
recovery_factor	puna:_prApwi_guNaka#puna:_prApwi_guNaka#noun#2#RM
rectangular_guide	AyawAkAra_paWaka#AyawAkAra_paWaka#noun#2#RM
rectifier_bridge	xiRtakArI_sewu#xiRtakArI_sewu#noun#2#RM
recurrent_code	punarAvarwI_kUta/punarAvarwI_koda#punarAvarwI_kUta/punarAvarwI_koda#noun#2#RM
recurrent_network	punarAvarwI_jAla/punarAvarwI_netavarka#punarAvarwI_jAla/punarAvarwI_netavarka#noun#2#RM
recursion_filter	prawivarwana_PZiltara/prawivarwana_nisyaMxaka#prawivarwana_PZiltara/prawivarwana_nisyaMxaka#noun#2#RM
recursion_relation	prawivarwana_saMbaMXa#prawivarwana_saMbaMXa#noun#2#RM
red_fuming_nitric_acid	rakwaXUmana_nAitrika_esida#rakwaXUmana_nAitrika_esida#noun#4#RM
red_shift	aBirakwa_visWApana#aBirakwa_visWApana#noun#2#RM
red_spot	lAla_XabbA/wapwa_sWala#lAla_XabbA/wapwa_sWala#noun#2#RM
reduced_modulus	samAnIwa_mApAMka#samAnIwa_mApAMka#noun#2#RM
reduced_width	laGukqwa_viswAra#laGukqwa_viswAra#noun#2#RM
reduction_analysis	samAnayana_viSleRaNa#samAnayana_viSleRaNa#noun#2#RM
reduction_gear	nyUnakArI_giyara/GatakArI_giyara#nyUnakArI_giyara/GatakArI_giyara#noun#2#RM
redundancy_technology	awirikwawA_prOxyogikI#awirikwawA_prOxyogikI#noun#2#RM
redundant_bit	awirikwa_bita#awirikwa_bita#noun#2#RM
redundant_reaction	awirikwa_prawikriyA#awirikwa_prawikriyA#noun#2#RM
reference_black_body	saMxarBa_kqRNikA#saMxarBa_kqRNikA#noun#3#RM
reference_black_level	saMxarBa_kqRNa_swara#saMxarBa_kqRNa_swara#noun#3#RM
reference_data	saMxarBa_AMkadZA#saMxarBa_AMkadZA#noun#2#RM
reference_level	saMxarBa_swara#saMxarBa_swara#noun#2#RM
reference_signal	nirxeSa_saMkewa/saMxarBa_saMkewa#nirxeSa_saMkewa/saMxarBa_saMkewa#noun#2#RM
reference_system	nirxeSa_waMwra/saMxarBa_waMwra#nirxeSa_waMwra/saMxarBa_waMwra#noun#2#RM
reference_window	saMxarBa_gavAkRa/saMxarBa_viMdo#saMxarBa_gavAkRa/saMxarBa_viMdo#noun#2#RM
reflectance_standard	parAvarwakawA_mAnaka#parAvarwakawA_mAnaka#noun#2#RM
reflected_binary_code	parAvarwiwa_xviAXArI_koda#parAvarwiwa_xviAXArI_koda#noun#3#RM
reflective_infrared	parAvarwI_avarakwa#parAvarwI_avarakwa#noun#2#RM
reflective_position	parAvarwI_sWiwi#parAvarwI_sWiwi#noun#2#RM
reflective_wavelength	parAvarwI_waraMgaxErGya#parAvarwI_waraMgaxErGya#noun#2#RM
reflex_oscillator	prawivarwI_xoliwra#prawivarwI_xoliwra#noun#2#RM
refractive_index	apavarwanAMka#apavarwanAMka#noun#2#RM
refractory_material_n	xurgalanIya_paxArWa#xurgalanIya_paxArWa#noun#3#RM
regeneration_cooling	punarjanana_SIwalana/saMpoRI_SIwalana#punarjanana_SIwalana/saMpoRI_SIwalana#noun#2#RM
regional_coverage	prAxeSika_vyApwi/kRewrIya_vyApwi#prAxeSika_vyApwi/kRewrIya_vyApwi#noun#2#RM
register_shift	rajistara_visWApana#rajistara_visWApana#noun#2#RM
registration_error	rajistarana_wruti/paMjIkaraNa_wruti#rajistarana_wruti/paMjIkaraNa_wruti#noun#2#RM
regression_analysis	rigreSana_viSleRaNa/samASrayaNa_viSleRaNa#rigreSana_viSleRaNa/samASrayaNa_viSleRaNa#noun#2#RM
regression_rate	paScagAmI_xara#paScagAmI_xara#noun#2#RM
regressive_burning	paScagAmI_jvalana#paScagAmI_jvalana#noun#2#RM
regressive_combustion	paScagAmI_xahana#paScagAmI_xahana#noun#2#RM
regressive_thrust	paScagAmI_praNoxa#paScagAmI_praNoxa#noun#2#RM
regular_distribution	niyamiwa_viwaraNa#niyamiwa_viwaraNa#noun#2#RM
regulated_pressure	niyaMwriwa_xAba#niyaMwriwa_xAba#noun#2#RM
relational_operator	saMbaMXaparaka_saMkAraka#saMbaMXaparaka_saMkAraka#noun#2#RM
relative_aperture	ApekRika_xvAraka#ApekRika_xvAraka#noun#2#RM
relative_burst_amplitude	ApekRika_sPota_AyAma#ApekRika_sPota_AyAma#noun#3#RM
relative_burst_phase	sApekRa_sPota_kalA#sApekRa_sPota_kalA#noun#3#RM
relative_chroma_level	sApekRa_kromA_swara#sApekRa_kromA_swara#noun#3#RM
relative_chroma_time	sApekRa_kromA_kAla#sApekRa_kromA_kAla#noun#3#RM
relative_measurement	sApekRa_mApa#sApekRa_mApa#noun#2#RM
relative_permittivity	sApekRa_vixyuwaSIlawA#sApekRa_vixyuwaSIlawA#noun#2#RM
relative_viscosity	sApekRa_SyAnawA#sApekRa_SyAnawA#noun#2#RM
relativistic_cosmology	sApekRika_brahmAMdikI#sApekRika_brahmAMdikI#noun#2#RM
relaxation_method	viSrAMwi_viXi#viSrAMwi_viXi#noun#2#RM
relaxation_process	viSrAMwi_prakrama#viSrAMwi_prakrama#noun#2#RM
relay_base	rile_AXAra#rile_AXAra#noun#2#RM
relay_broadcast	rile_prasAraNa#rile_prasAraNa#noun#2#RM
release_assembly	samuccaya#samuccaya#noun#2#RM
reliability_factor	viSvasanIyawA_guNaka#viSvasanIyawA_guNaka#noun#2#RM
reliability_of_circuit	paripaWa_viSvasanIyawA#paripaWa_viSvasanIyawA#noun#3#RM
relief_displacement	uccAvaca_visWApana#uccAvaca_visWApana#noun#2#RM
relief_valve	mocana_vAlva#mocana_vAlva#noun#2#RM
relocatable_address	punarnirXAraNIya_pawA#punarnirXAraNIya_pawA#noun#2#RM
remote_control	suxUra_niyaMwraNa#suxUra_niyaMwraNa#noun#2#RM
remote_sensing	yaMwrAvalI/suxUra_saMvexI_viBexana#yaMwrAvalI/suxUra_saMvexI_viBexana#noun#2#RM
renewable_source	navIkaraNIya_srowa/punarnavI_srowa#navIkaraNIya_srowa/punarnavI_srowa#noun#2#RM
replica_plating	prawikqwi_pletana#prawikqwi_pletana#noun#2#RM
replica_technique	prawikqwi_praviXi/prawikqwi_wakanIka#prawikqwi_praviXi/prawikqwi_wakanIka#noun#2#RM
reproducible_master	punaruwpAxanIya_pramuKa#punaruwpAxanIya_pramuKa#noun#2#RM
reprogrammable_memory_erase	punarprogrAmanIya_smqwi_vileKana/mitAnA/metana#punarprogrAmanIya_smqwi_vileKana/mitAnA/metana#noun#3#RM
reserved_word	prawiniyawa_Sabxa/ArakRiwa_Sabxa#prawiniyawa_Sabxa/ArakRiwa_Sabxa#noun#2#RM
residence_time	nivAsa_kAla#nivAsa_kAla#noun#2#RM
residual_propellant	avaSiRta_noxaka#avaSiRta_noxaka#noun#2#RM
resin_base_propellant	rejZina_AXAra_noxaka#rejZina_AXAra_noxaka#noun#3#RM
resistance_box	prawiroXa_boYksa#prawiroXa_boYksa#noun#2#RM
resistance_loss	prawiroXa_hAni#prawiroXa_hAni#noun#2#RM
resistive_load	prawiroXI_loda#prawiroXI_loda#noun#2#RM
resolution_(_awar_)	viBexana_(EvAra)#viBexana_(EvAra)#noun#3#RM
resolution_cell	viBexana_sela#viBexana_sela#noun#2#RM
resolution_remote_sounding	suxUra_parijFApana#suxUra_parijFApana#noun#3#RM
resolving_power	viBexana_kRamawA#viBexana_kRamawA#noun#2#RM
resonance_burning	anunAxa_jvalana#anunAxa_jvalana#noun#2#RM
resonance_capture	anunAxa_parigrahaNa#anunAxa_parigrahaNa#noun#2#RM
resonance_combustion	anunAxa_xahana#anunAxa_xahana#noun#2#RM
resonance_data	anunAxa_AzkadZe#anunAxa_AzkadZe#noun#2#RM
resonance_rod	anunAxa_xaMda#anunAxa_xaMda#noun#2#RM
resonance_stabilization	anunAxa_sWAyIkaraNa#anunAxa_sWAyIkaraNa#noun#2#RM
resonant_deceleration	anunAxI_maMxana#anunAxI_maMxana#noun#2#RM
resonant_frequency	anunAxI_Avqwwi#anunAxI_Avqwwi#noun#2#RM
responder_cell	anukArI_koSikA#anukArI_koSikA#noun#2#RM
restart_capability	puna:_prAraMBa_kRamawA#puna:_prAraMBa_kRamawA#noun#2#RM
restricted_area	prawibaMXiwa_kRewra/sImiwa_kRewra#prawibaMXiwa_kRewra/sImiwa_kRewra#noun#2#RM
restricted_grain	sImiwa_grena/prawibaMXiwa_grena#sImiwa_grena/prawibaMXiwa_grena#noun#2#RM
restricted_scan	sImiwa_kramavIkRaNa#sImiwa_kramavIkRaNa#noun#2#RM
resultant_thrust_vector	pariNAmI_praNoxa_saxiSa#pariNAmI_praNoxa_saxiSa#noun#3#RM
retardation_length	maMxana_xErGya/maMxana_xUrI#maMxana_xErGya/maMxana_xUrI#noun#2#RM
retro_rocket	paSca_roYketa#paSca_roYketa#noun#2#RM
retrograde_motion	paScagawi/vakrI_gawi#paScagawi/vakrI_gawi#noun#2#RM
return_beam_vidicon	prawigamana_puMja_vidikoYna/vApasI_puMja_vidikoYna#prawigamana_puMja_vidikoYna/vApasI_puMja_vidikoYna#noun#3#RM
return_flow	prawigamana_pravAha#prawigamana_pravAha#noun#2#RM
return_lead	prawigamana_wAra#prawigamana_wAra#noun#2#RM
return_loss	prawigamana_hAni/vApasI_hAni#prawigamana_hAni/vApasI_hAni#noun#2#RM
return_to_zero_code	SUnya_prawigamana_koda/faJ_-koda_(SUnya_koda)#SUnya_prawigamana_koda/faJ_-koda_(SUnya_koda)#noun#4#RM
reversal_of_current	XArA_uwkramaNa#XArA_uwkramaNa#noun#3#RM
reverse_current	prawiXArA#prawiXArA#noun#2#RM
reverse_dip	prawinawi#prawinawi#noun#2#RM
rift_diffusion	vixara_visaraNa#vixara_visaraNa#noun#2#RM
right_inverse_element	xakRiNa_prawiloma_avayava#xakRiNa_prawiloma_avayava#noun#3#RM
right_shift	xakRiNa_visWApana#xakRiNa_visWApana#noun#2#RM
rigid_resin	xqDZa_rejZina#xqDZa_rejZina#noun#2#RM
ring_bridge	valaya_sewu#valaya_sewu#noun#2#RM
rise_time	uwWAna_kAla#uwWAna_kAla#noun#2#RM
rise_time_correction	uwWAna_kAla_saMSoXana#uwWAna_kAla_saMSoXana#noun#3#RM
river_drift	naxoDZa/naxI_apasaraNa#naxoDZa/naxI_apasaraNa#noun#2#RM
rivetted_joint	rivetiwa_jodZa/kIliwa_jodZa#rivetiwa_jodZa/kIliwa_jodZa#noun#2#RM
roche_limit	roSe_sImA#roSe_sImA#noun#2#RM
roche_lobe	roSe_pAli/roSe_loba#roSe_pAli/roSe_loba#noun#2#RM
rocket_engine	roYketa_iMjana#roYketa_iMjana#noun#2#RM
rocket_engine_admittance	rAketa_iMjana_praveSyawA#rAketa_iMjana_praveSyawA#noun#3#RM
rocket_fuel	roYketa_IMXana#roYketa_IMXana#noun#2#RM
rocket_motor	roYketa_motara#roYketa_motara#noun#2#RM
