usa_jagaha	vahAz/usa_jagaha
wapAka_se	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
vAkZaI	vAkaI/vAkZaI/vAswava_meM/hakIkawana/hakZIkZawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
meharabAnI_karake	kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
anEse	AsAnI_se/sahajawA_se/saralawA_se/Kela_Kela_meM/sahajawaH/anEse/anEse
hOle-hOle	XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
sarvaWA	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
yaWAvawa	yaWAvaw/yaWAvawa
bahuwa_aXika	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
bilASaka	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
sarvaxEva	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
aswa-vyaswa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
yaWAniyama	niyamAnusAra/yaWAniyama/bA-jAbwA
nArAjZagIpUrvaka	aprasannawApUrvaka/nArAjZagIpUrvaka/nAKZuSI_se/nArAjagIpUrvaka/nAKuSI_se
prawi_kRaNa	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
ekameva	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
rojZAnA	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
TasATasa	TasATasa/TuzsATuzsa/KacAKaca/TusATusa
awiSIGra	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
anakarIba	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
jabarana	balapUrvaka/barabasa/jZabaraxaswI/jabaraxaswI/jZabarana/jabarana/barajZorI
sPUrwipUrvaka	sPUrwipUrvaka/cuswI_se/PurwI_se/muswExI_se
kaBI-kaBI	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
svayaM	svayaM/svawaH/Kuxa/KZuxa/Apa/ApahI/apaneApa/KZuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
hasba-e-mAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
sawkArapUrvaka	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa
ke_BIwara	ke_aMxara/ke_anxara/ke_BIwara/meM
vASinxA	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
viXivaw	viXipUrvaka/kZAyaxe_se/DaMga_se/warIkZe_se/bawOra/bAkZAyaxA/viXivaw/viXivawa
asAvaXAnawaH	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
yakInana	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
XIme	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
haswacAliwa_DaMga_se	hAWa_se/hAWa_xvArA/haswacAliwa_DaMga_se/haswacAlana_xvArA
kqpA_pUrvaka	kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
kahuz	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz
nihAyawa	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
vicAriwawaH	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
beJiJaka	nisaMkoca/niHsaMkoca/nissaMkoca/beXadZaka/saMkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
aXOrxXa	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
sapawnIka	sapawnIka
awiSIGrawaH	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
aBarama	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
viSvAsapUrvaka	viSvAsa_ke_sAWa/viSvasanIyawA_se/viSvAsapUrvaka
AjU-bAjU	Asa-pAsa/AsapAsa/agala-bagala/agZala-bagZala/AjU-bAjU/irxa-girxa/adZosa-padZosa/pAsa-padZosa/pAsa_padZosa
wirapata	wiraCA/wiryaka/AdZA/teDZA/bAzkA/wirapata
PilahAla	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi/aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
wale	wale/nIce
apekRAkqwa	apekRAkqwa/wulanA_meM/apekRayA/mukZAbale/mukAbale/banisbawa/se
vApasa_se	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
prawiSawa	prawiSawa/PZIsaxI/PIsaxI/paraseMta
bahuXA	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
niHsaMxeha	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
PatAPata	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kahIM	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz/kahIM
XyAnahInawaH	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
kramaSaH	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
joraxAra	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
Ahiswe_se	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
KuxabaKuxa	svawaH/apaneApa/KZuxa-ba-KZuxa/KZuxabaKZuxa/Kuxa-ba-Kuxa/KuxabaKuxa
raMcamAwra	nAmamAwra/leSamAwra/raMcamAwra/WodZA_sA
waxauparAMwa	wawapaScAwa/waxanaMwara/waxauparAMwa/waxoparAMwa/waxaMwara/waxananwara/waxuparAMwa/waxuparAnwa/waxoparAMwa/waxoparAnwa/waxanwara
usI_waraha	vEse/vEsA/usI_waraha/usa_waraha/iva
TahAkA	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
mUlawaH	mUlawaH
abalaga	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
punaH	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
jIvanaBara	mqwyuparyanwa/AjIvana/wAumra/umraBara/jZiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/aMwima_xama_waka/Ajanma/jIvanaparyanwa/jIvanaBara
IMGe	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
waba	waba/usa_samaya/usa_vakwa/waba
Ara-pAra	Ara-pAra/ArapAra
Kuxa	svayaM/svawaH/Kuxa/KZuxa/Apa/ApahI/apaneApa/KZuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
wiraCA	wiraCA/wiryaka/AdZA/teDZA/bAzkA/wirapata
mukZAbale	apekRAkqwa/wulanA_meM/apekRayA/mukZAbale/mukAbale/banisbawa/se
iwwaPZAkZana	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka/saMyogavaSa/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/saMyogavaSAw
nOgunA	nOgunA/navagunA
rima-Jima	rimaJima/rimaJima-rimaJima/rima-Jima
hasbemAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
aXo_xiSA_meM	nIce/aXaH/nimnawaH/aXo_xiSA_meM
AKana	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
xuganA	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
Kule-Ama	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
vyarWa	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
xina-para-xina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
acira	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
bAXArahiwa	nirbAXa/bAXArahiwa/akaMtaka
ukurU	ukadZUz/ukadZU/ukadUz/ukadU/ukurU
jalxI_se_jalxI	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
varwamAna_meM	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi
sahI-salAmawa	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
baxaswUra	niyamiwawaH/niyama_se/niyamAnusAra/baxaswUra/paraMparAnusAra/baxaswUra
iwarewara	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
jabaraxaswI	balapUrvaka/barabasa/jZabaraxaswI/jabaraxaswI/jZabarana/jabarana/barajZorI
Jatake_se	Jatake_se/Jatake_ke_sAWa
apaneApa	svayaM/svawaH/Kuxa/KZuxa/Apa/ApahI/apaneApa/KZuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa/svawaH/apaneApa/KZuxa-ba-KZuxa/KZuxabaKZuxa/Kuxa-ba-Kuxa/KuxabaKuxa
bewarawIba	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
KZAlI	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
aSiRtawaH	asaByawaH/aSiRtawaH/SiRtAcArahInawaH
pahale_se_hI	pahale_se/pUrvawaH/pahale_se_hI
najIka	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
KZAsawOra_se	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
paryApwa	paryApwa/kAPI/kAPZI/yaWeRta/alam/alaM
jagaha-jagaha_para	jagaha-jagaha_para
BI	BI/BI
sirPZa	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
pUrNarupeNa	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
barajZorI	balapUrvaka/barabasa/jZabaraxaswI/jabaraxaswI/jZabarana/jabarana/barajZorI
wUrNa	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
WodZA_WodZA	alpawaH/WodZA-WodZA/WodZA_WodZA/alpaSaH
kRamawAnusAra	yaWASakwi/Barasaka/yaWAsAXya/yaWAsaMBava/kRamawAnusAra/yaWAkRama
uxvignawApUrvaka	ciMwiwawaH/uxvignawaH/uxvignawApUrvaka
bina_mAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
karIbana	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
aBIwaka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
yAciwawaH	mAzgakara/yAciwawaH
praWama	AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
sareSAma	sareSAma
xinaprawixina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
mqwyuparyanwa	mqwyuparyanwa/AjIvana/wAumra/umraBara/jZiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/aMwima_xama_waka
bAzkA	wiraCA/wiryaka/AdZA/teDZA/bAzkA/wirapata
samUhawaH	samUhawaH/sAmUhika_rUpa_se
KZAsa_wOra_para	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
arvAka	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/pICe/paScawaH/pACe/pqRTawaH/arvAka
AgepICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
saMprawi	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi/aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
niwyaprawi	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
aspaRtawaH	aspaRtawaH/saMxigXawaH
SAnwa	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
aMxAjana	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
acAnaka	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
parAXInawaH	parAXInawaH/aXInawA_meM/paravaSawaH
karIbakarIba	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
BalIBAMwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
peSa	peSa/hAjZira/hAjira
iwaH	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe/yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
subaha_savere	sabere/savere/subaha/wadZake/subaha-subaha/subaha_savere
AkarNa	AkarNa
SOkiyA	SOkiyA
uwana	uXara/usa_ora/pare/uwa/uwana
pAsa_meM	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
BalI-BAzwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
usI_samaya	waBI/waba_hI/usI_samaya/usI_GadZI
bagatuta	bagaCuta/bagatuta
sarasarI	sarasarI
sAmAnyawayA	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
kAPZI	bahuwa/KZUba/KUba/badZA/jyAxA/jZyAxA/aXika/kAPZI/kAPI/kadZA/jamakara/datakara/paryApwa/kAPI/kAPZI/yaWeRta/alam/alaM
waxanaMwara	wawapaScAwa/waxanaMwara/waxauparAMwa/waxoparAMwa/waxaMwara/waxananwara/waxuparAMwa/waxuparAnwa/waxoparAMwa/waxoparAnwa/waxanwara
aba_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
aXaH	nIce/aXaH/nimnawaH/aXo_xiSA_meM
gZalawa_samaya_para	asamaya/bevakZwa/bevakwa/gZalawa_samaya_para/galawa_samaya_para/bemOke
awyaMwa	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
kqpA_kara_ke	xayApUrvaka/kqpA_kara_ke/kqpApUrvaka/xayA_se/barAe_meharabAnI
Age_kI_ora	Age-Age/Age_kI_ora/sabase_pahale
ukadZUz	ukadZUz/ukadZU/ukadUz/ukadU/ukurU
waxaMwara	wawapaScAwa/waxanaMwara/waxauparAMwa/waxoparAMwa/waxaMwara/waxananwara/waxuparAMwa/waxuparAnwa/waxoparAMwa/waxoparAnwa/waxanwara
aMwarjAnu	aMwarjAnu/anwarjAnu
saxeha	saxeha/saSarIra
catapata	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
AScaryapUrvaka	AScaryapUrvaka/savismaya/sAScarya
KZuxa_hI	svayaM/svawaH/Kuxa/KZuxa/Apa/ApahI/apaneApa/KZuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
beiMwahA	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
samAMwara	samAMwara/samAnAMwara/samAnwara/samAnAnwara
hAWoM-hAWa	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kaTinawaH	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
avirawa	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra
sarapata	sarapata
avalambiwa	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
xarSanArWa	xarSanArWa
avilambiwa	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
jAzca_paraKakara	jAzca_paraKakara/jAzca_paraKa_kara
amUmana	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
kZarInAvAra	warIkZe_se/warIke_se/warawIba_se/kZarIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/kZarInAvAra/karInAvAra
ucakA	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
pravAha_kI_ora	pravAha_kI_xiSA_meM/pravAha_kI_ora
aBimAnapUrvaka	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
SAlInawaH	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIkZe_se
