#telecommunication dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#########################################################################################
acceleration_noun	wvaraNa
accelerometer_noun	wvaraNa_mApaka
accident_noun	xurGatanA
accommodate_noun	samaMjana
accomodating_noun	samaMjaka
acting_noun	kAryakArI
adaptor_noun	anukUlaka
aerial_noun	vAyavIya/eriyala
alighnment_noun	saMreKaNa
ampere_noun	empIyara
amplification_noun	pravarXana
amplifier_noun	pravarXaka
amplitude_noun	AyAma
annode_noun	enoda
annular_noun	valayakAra
annunciator_noun	sAMkewika_suI
antenna_noun	eMtenA
apparatus_noun	upakaraNa
appliances_noun	sAXana
arc_noun	cApa/Arka
arm_noun	BujA
armature_noun	Armecara
attenuation_noun	kRINana/kRINawA
audiable_noun	SrAvya
audio_noun	Sravya
automotic_noun	svacala/svacAliwa
axle_noun	XurA
bass_noun	maMxra
battery_noun	bEtarI
beam_noun	bIma/kiraNa
beat_noun	spaMxana/vispaMxana
bell_noun	GaMtI
berm_noun	upawata
binary_noun	xviaMkI/xviAXArI
bipolar_noun	xviGruvIya
bistable_noun	xvisWiwika
block_noun	bloYka/KaMda/avaroXa
board_noun	Palaka/borda/patta
bond_noun	baMXa/baMXaka
cabin_noun	kEbina
cable_noun	kebala
cancellation_noun	nirasana/raxxa_karanA
capacitor_noun	saMXAriwra
capping_noun	UparI_pattI
carrier_noun	XAraka/vAhaka
catalyst_noun	uwpreraka
centrifugal_noun	upakeMxrIya
centripetal_noun	aBikeMxrIya
charactercomputer_)_noun	akRara_(kaMpyUtara)
circuit_noun	paripaWa
circulating_noun	parisaMcArI
circulation_noun	parisaMcaraNa
clamp_noun	klEMpa
classification_noun	vargIkaraNa
code_noun	kUta
coding_noun	saMkewana
coefficent_noun	guNAMka
coil_noun	kuMdalI
communication_noun	saMcAra
compensator_noun	kRawipUraka
computer_noun	kaMpyUtara
concave_noun	avawala
conductivity_noun	saMvAhakawA
conductor_noun	saMvAhaka
conduit_noun	vAhaka_nalI
conical_noun	SaMkurupa
contact_noun	saMparka
convertor_noun	saMparivarwaka
convex_noun	uwwala
counter_noun	gaNaka/kAuMtara
crank_noun	krEMka
creep_noun	sapaMNa
cummutator_noun	xikpiravarwaka
current_noun	XArA/bijalI/kareMta
curvature_noun	vakrawA
curve_noun	vakra
dead_noun	niRkriya
demodulation_noun	dimoYdUlana
density_noun	Ganawva
depolarisation_noun	niXruvaNa
derailer_noun	direlara
derailment_noun	patarI_se_uwaranA
design_noun	aBikalpa
detection_noun	paricAyana
detector_noun	paricAyaka
detonator_noun	PatAKe
digit_noun	aMka
disc_noun	cakawI
disengager_noun	viyojaka
diverging_noun	vigamana/apasArI
e-mail_noun	I-mela
earthing_noun	BUyojana
echo_noun	gUMja/prawiXvani
elevation_noun	uwWAna
elliptical_noun	xIrGa_vqwwAkAra
emersion_noun	unmIlana/uxaHgaRtimana
energise_noun	Urjana
equaction_noun	samIkaraNa
equalisation_noun	samakaraNa
equipment_noun	upaskara
exchange_noun	keMxra/AxAna-praxAna
expander_noun	viswAraka
explosives_noun	visPotaka
failure_noun	KarAba/xoRa
feed_noun	BaraNa/saMBaraNa
feeder_noun	saMBaraka
filament_noun	waMwu
filter_noun	CannI
flag_noun	JaMdI
flap_noun	pallA/pallexAra
flasher_noun	kOMXaka
focus_noun	nABI
force_noun	bala
frequency_noun	Avqwwi
fuse_noun	PyUja
galvanised_noun	gElvanIkqwa
galvanometer_noun	gElvanomItara
gantry_noun	gaMwrI
generator_noun	janiwra
gong_noun	GaMtI
graph_noun	leKA_ciwra
gravitational_noun	guruwvAkarRaNa
gravity_noun	guruwva
holder_noun	XAraka
hollow_noun	KoKalA
ignition_noun	prajvalana
illumination_noun	praxIpwi/prakASa_vyavasWA
impedence_noun	avabAXA
impulse_noun	Avega
incapacitation_noun	asAmaWrya
indication_noun	saMkewa
indicator_noun	saMkewaka/sUcaka
inductance_noun	prerakawA
induction_noun	preraNa
infringement_noun	awilaMGana
input_noun	aMwargAmI
insertion_noun	sinnaveSa
installation_noun	saMsWApana
instantaneous_noun	wAwkRaNika
instrument_noun	upakaraNa
insulation_noun	vixyuwaroXana/visaMvAhana
insulator_noun	vixyuwaroXaka
integrated_noun	samAkaliwa
integration_noun	samAkalana
intensity_noun	wIvrawA
interlocking_noun	aMwarpASana
intermittent_noun	savirAma/aMwarAyika
internet_noun	iMtaraneta
interpolation_noun	aMwarveSana
interruption_noun	aMwarAyaNa/avaroXa
inverter_noun	inavartara
ionisation_noun	AyanIkaraNa
ionosphere_noun	Ayana_maMdala
isolation_noun	pqWakkaraNa/viyojana
joint_noun	joda
jumper_noun	jaMpara
key_noun	kuMjI/cAbI
keying_noun	kuMjIyana
kinks_noun	eeMTana
knob_noun	GuMdI
layout_noun	vinyAsa
leakage_noun	kRaraNa/risAva
leakproof_noun	risAva_saha
level_noun	samawala
limiter_noun	sImiwra
link_noun	kadZI
loop_noun	lUpa
loudness_noun	prabalawA
lubrication_noun	snehana
magnetism_noun	cuMbakawva
magnetron_noun	mEganetrona
maintenance_noun	anurakRaNa
mesh_noun	jAlI
microphone_noun	Xvani_varXaka/mAikroPona
microphony_noun	mAikroPonI
microwave_noun	sUkRma_waraMga
