#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
berm_noun	barma
bermuda_noun	baramyUxA
betrunked_noun	vilagiwa/rUMdiwa
bevel-pinion_noun	pravaNa_piniana
bevelled_noun	pravaNiwa
bezirk_noun	bejZarka
bias_noun	aBinawi/bAyasa
biaxial_noun	xviakRIya
bibliography_noun	saMxarBikA
bid_noun	bolI_lagAnA
bifurcate_noun	xviSaAKiwa_karanA/xviSAKiwa_honA_/xviSAKiwa
bifurcation_noun	xviSAKana
bight_noun	KulI_KAdZI/bAita
bilberry_noun	bilaberI
bill-hook_noun	gaNdAsA
billabong_noun	bilAboMga
billow_noun	mahAwaraMga
biltong_noun	bilatOMga/
bimetal_noun	xviXAwuka
binary_noun	xvi-AXArI
binomial_noun	xvipaxa
bio-temperature_noun	jIva-wApa
bioclimate_noun	jIva_jalavAyu
bioclimatologist_noun	jIva_jalavAyu_vEjFAnika
bioclimatology_noun	jIva_jalavAyukI
biocycle_noun	jEvacakra
biodegradation_noun	jEvanimnIkaraNa
bioecology_noun	jIvapArisWiwikI
biofog_noun	jEva_kuharA
biogeography_noun	jIva-BUgola
bioherm_noun	bAyoharma/jEvaharma
bioluminiscence_noun	jEva_saMxIpwi
biomass_noun	jIvaBAra
biome_noun	jIvoma
biometeorology_noun	jIvamOsama_vijFAna
biosphere_noun	jIvamaMdala
biotope_noun	jEvAvAsaka
bipolar_noun	xviXruvIya
birch_noun	BUrja
bireme_noun	xvipawavArI_nOkA/bAirIma
bison_noun	gOra/bAisana
bit_noun	xvayaMka_/aNI/baramI/tUka/xvayaMka/bita
bite_noun	katAna/xaMSana
bivane_noun	xvi-Palaka
bivariate_noun	xvicara
black-fellow_noun	AstreliyAI_AxivAsI
blanket_noun	samAcCaxa/blEMketa/kambala/Avqwa_karanA
blasphemous_noun	ISaninxAwmaka
blast_noun	sPotana/JoMkA/vAwyA/praXvaMsa
blasting_noun	sPotana
blato_noun	blAto/grIRma_anUpa
bleached_noun	viraMjiwa
bleak_noun	ujAdZa/TaMdA/kaTora
blean_noun	blEina/naxI-srowa
blemish_noun	kaluRa
blenny_noun	blenI
blight_noun	SIrNana
blijver_noun	blijavara
blizzard_noun	hima_JaMJAvAwa/barPAnI_wUPAna
blobby_noun	XabbAyukwa
block_noun	KaMda/KaMdaka/gutakA/bloYka
block-faulting_noun	KaMda-BraMSana
block-house_noun	suxqDZa_gqha
block-slumping_noun	KaMda_avasarpaNa
blocking_noun	avaroXa
blow-wellb_noun	blovela/PavvArA
blowgun_noun	blogana/PukanI
blue_noun	nIlA/nIla
blue-band_noun	nIlI_pattI
blue-grey_noun	nIla-XUsara
bluegrass_noun	nIla_GAsa/blUgrAsa
bluff_noun	blaPa/vapra
blur_noun	aspaRta/XuzXalA
boar_noun	SUkara/varAha
boat_noun	nOkA/nAva
boca_noun	bokA/muhAnA
bocage_noun	bokAjZa/vana-BUmi
bochorno_noun	bokorano
bodden_noun	bodena
bodo_noun	bodo
boerde/borde_noun	byorde
bog_noun	xalaxala
bog-land_noun	xalaxala-BUmi
boghead_noun	boYgaheda
bogwood_noun	xalaxala_kARTa
bohorok_noun	bohoroka
boli_noun	bolAI
bolide_noun	bolAida
bolis_noun	bolisa
boloki_noun	bolokI
bolometer_noun	wejamApI/bolomItara
bolson_noun	boYlsona
bolt_noun	kAbalA/bolta
boma_noun	bomA
bombshell_noun	bama_reMja
booly/booley_noun	bUlI
boolyunyakh/bulgunyakh_noun	bUlIyanayAKa/bulaganayAKa
boom_noun	garjana/sahasAvqxXi
boomerang_noun	bUmareMga
booster_noun	aBivarXaka
bora_noun	borA
border_noun	sImAMwa/bArdara/kinArI
border-dune_noun	sImAMwa_tibbA
bordj_noun	burja
bore_noun	veXana/_aByaMwara_vyAsa/bora
borea_noun	boriA
borino_noun	borinA
boro_noun	boro
borough_noun	baro
bosch_noun	boYSa/JadZI
boschimanner_noun	bAScImAnara
bosveld_noun	bAsavelda
bote_noun	bota
botn_noun	botna/himaja_gahqvana
bottom_noun	walI/aXaswala
bottomland_noun	aXaswala_BUmi
boulder_noun	golASma/upala
boulder-fan_noun	upala_paMKA/golASma_paMKA
bouldery_noun	golASmI/upalIya
boulevard_noun	muKya_mArga/bUlivArda
bound_noun	paribaMXa/sImA_/paribaxXa
boundary_noun	parisImA/sImA_/sImAMwa
bounty_noun	aXixAna
bourg_noun	nagara_sImA
bourgade_noun	bUragAxa
bourgeois_noun	maXya_varga
bourn_noun	borna
bourne_noun	borne
bovid_noun	bovida
bowe_noun	bove
bowsprit_noun	bosprita/sabaxarA
bracken_noun	kawabAra/brekena
bracking_noun	brekiMga
brackish_noun	nunaKarA/KArA
brad_noun	viraMjI
brae_noun	brI
braeside_noun	brIpArSva
braided_noun	guMPiwa
braiding_noun	guMPana
brak_noun	KArI
brake_noun	breka/JAdZa-JaMkAdZa
brakeph_noun	brAkePa/laGuSiraska
bramble_noun	kaMtaka-gulma
branch_noun	SAKA
branching_noun	SAKana
brash_noun	brESa
breach_noun	vicCexa
breack_noun	breka
breackland_noun	breka_BUmi/breka_lEMda
break_noun	breka/girI-garwa
breaker_noun	Bagnormi/KaMdiwra
breakwind_noun	pavanaroXa
breakwire_noun	vicCexa_rajju
breeze_noun	samIra
breva_noun	bravA
briar_noun	kaztIlI_JAdZI
brickfield_noun	iRtikA_kRewra
brickfielder_noun	brikaPIldara
bridge_noun	pula/sewu
bridge-point_noun	sewu_baMXana_sWala
bridgehead_noun	moracA/sewuSIrRa
brier_noun	kaMtIlI_JAdZI
brigg/brig_noun	briga
bright_noun	xIpwa/xyuwimAna/camakIlA
brightness_noun	xIpwi/xIpwawA/xyuwi/praBA
brine_noun	lavaNa_jala
brit_noun	brita
brittle_noun	BaMgura
bro_noun	brokePa/laGuSiraska
broad_noun	broYda
broadcast_noun	prasAraNa
broadcasting_noun	prasAraNa_xina
broadland_noun	broYdalEMda
broken_noun	vicCinna
brontometer_noun	broYntomItara
brow_noun	parvawa-BU
bruguiera_noun	bruguirA
bruise_noun	KaroMca/kRawa
brush_noun	kUcI/burUSa/kUrca/gulma
buccaneer_noun	jalaxasyu
buckbrush_noun	bakabruSa
buckie_noun	bUki
bucolic_noun	xehAwI
budding_noun	mukulana
buff_noun	baPZa
buffer_noun	baPara
buffetting_noun	Wapeda/praGAwa
buffing_noun	baPa_karanA
bug_noun	xoRa/baga
bugr_noun	bUgra
building_noun	bildiMga/Bavana/imArawa/racanA/nirmANa
bulb_noun	balba
bulge_noun	uBAra
bulk_noun	Ayawana/sWUlawA/puMja/samaRti/prakAya
bulldozer_noun	buladojZara
bulldozing_noun	buladojZana
bullion_noun	sonA-cAMxI/svarNa-rajawa/buliana/kalaXOwa
bulwark_noun	prAcIra
bumpiness_noun	ucCAlana
bunch_noun	gucCa/puMca_/gucCiwa_honA
bunch-grass_noun	baMcagrAsa/gucCa_GAsa
bund_noun	baMXa
buoy_noun	uwplava
buoyancy_noun	uwplAvakawA/uwplAvana
bura_noun	byUrA
buran_noun	bUrAna
burg_noun	barga/xurga-nagara
burga_noun	bargA
burgess_noun	barjesa
burgh_noun	pura/barga
burn_noun	barna
burnish_noun	camakAnA/uxBrAjana
burnisher_noun	barniSara
burrow_noun	bila_grevara
burst_noun	prasPota/sPota/vixara
burtonisation_noun	bartanIkaraNa
bus-centre_noun	basa_kenxra
bus-station_noun	basa-steSana
bush_noun	JAdZI/JAdZa-JaMkAda/kRupa
bush-buck_noun	buSamqga
bush-nigger_noun	jaMgalI_habSI
bushcraft_noun	kRupaSilpa
bushland_noun	buSalEMda/JAdZI-BUmi
bushman_noun	buSamEna
bushveld_noun	buSavelda
busk_noun	baska
butte_noun	byUta
buttercup_noun	navanIwa_puRpa
by-channel_noun	upa-praNAla
by-pass_noun	upa-mArga
bylane_noun	upavIWikA
byproduct_noun	upowpAxa/upajAwa
bystander_noun	xarSaka
c-horizon_noun	sI-saMswara/sI-aXaHsaMswara
caatstep_noun	kEtstepa
caballing_noun	kEbalana/miSriwa_jala_aXogamana
cable_noun	kebala/samuxrI_wAra/kebila
cabling_noun	kebala_dAlanA/kebala_waMwra
cabotage_noun	anuwata-vyApAra/anuwata_yAwrA
cache_noun	kEce
cacimbo_noun	kEsimbo/XUmila/kuharAmaya
cacique_noun	muKiyA
cadmium_noun	kEdamiyama
cahier_noun	kAhIra
cain_noun	kena
caingin_noun	kenjina
cairn_noun	kearna
calamus_noun	picCavqMwa/kElemasa
calc-sinter_noun	kElka-nisAxa
calc-tufa_noun	kElka-tUPA
calcareo-argillaceous_noun	cUna-mqNmaya
calcareous_noun	cUnexAra/kElsiyamamaya/kElsiyamI
calcic_noun	kElsika/kElsiyamamaya
calcicrete_noun	kElsIkrIta
calcification_noun	kElsIkaraNa/kElsIBavana
calcified_noun	kElsIBUwa
calcium_noun	kElsiyama
calcrete_noun	kElkrIta
calcspar_noun	kElkaspAra
calculator_noun	parikaliwra/kElakuletara
caldare_noun	kEldeyara
caldeirao_noun	kEldirAo/jvAlAmuKI_kuMda
caldera_noun	jvAlAmuKI_kuMda
caledonide_noun	kElidonAida/kElidoniyAI_parvawa-SreNI
caledonoid_noun	kElidonAyada
calf_noun	kAPa_/piMdalI/jaMGA_piMdikA
calibrate_noun	aMSaSoXana/aMSAMkana/anusaMSoXana
calibration_noun	aMSAMkana
calilostoma_noun	kElioYstomA
caliph_noun	kEliPZa/KalIPZA
calitgia_noun	kElitjiA
callipers_noun	parakAra/kElipara
calluna_noun	kElyUnA
calm_noun	SAMwa/praSAMwa_/praSAMwa_maMdala/SAMwa_vAyu
calorie_noun	kElorI
calva_noun	kElvA
calve_noun	vawsajanana
calving_noun	himAnI_KaMdana
calyx_noun	caRaka
cambaluc_noun	kEmabAlUka
camp_noun	Sivira/kEmpa
campagna_noun	kAmpAgnA
campania_noun	kEmpeniA
camper_noun	SiviravAsI
campfire_noun	kEmpaPAyara/Sivira-samAroha
campo_noun	kEmpo
canaan_noun	kenAna
canaba_noun	kEnAbA
canada_noun	kEnAdA
canal_noun	kulyA/nahara
canalization_noun	mArgaxarSana/mArga_niyaMwraNa
cane_noun	beMwa/IKa/vewasa
cane-sugar_noun	ikRu-SarkarA/Sakkara
cannibalism_noun	svAjAwiBakRaNa
cannibalistic_noun	svajAwiBakRI
canning_noun	dibbAbaMxI
canoe_noun	doMgI
canoe-shaped_noun	doMkIrUpI/doMgInumA
canon_noun	kEnana/gaBIra_Kadda
canopy_noun	viwAna
canton_noun	kEntana
cantonment_noun	CAvanI
canyon_noun	gaBIra_Kadda/kEniyana
capability_noun	kRamawA/yogyawA
capacitance_noun	XAriwA
capacitor_noun	saMXAriwra
capacity_noun	XAriwA/kRamawA/sAmarWya
cape_noun	aMwarIpa/labAxA/kepa
capillary_noun	keSikA/kEpilarI
capillatus_noun	kEpilEtasa/romila_meGa
capital_noun	pUMjI/rAjaXAnI/badZe_akRara
capitalism_noun	pUMjIvAxa
capitalization_noun	pUMjIkaraNa_xeSa
capsule_noun	saMputa
caption_noun	SIrRaka
capture_noun	pragrahaNa
caravan_noun	kAravAz/sArWa
caravel_noun	kErAvela/halkA_pAla_jahAjZa
carbo-electricity_noun	kArbovixyuw/koyalA-vixyuw
carboniferous_noun	kArbanI
carboxyl_noun	kArpboksila
carboxymethyl_noun	kArboksimeWila
carburettor_noun	kArburetara
cardine_noun	Xruva_xiSA
careenage_noun	laMgaragAha
carfax_noun	kEraPEksa/cOrAhA
carfour_noun	kAraPora/cOrAhA
cargo_noun	nOBAra
carib_noun	kEriba
caribou_noun	kErIbU
carmine_noun	kArmIna
carnk_noun	krEMka/sanakI
carr_noun	poKara/xalaxala
carr-land_noun	xalaxalI_BUmi
carrack_noun	kEreka/jahAjZa
carragheen_noun	kErAGIna
carrefour_noun	cOmuhAnI/cOrAhA
carrier_noun	vAhaka
carruther_noun	kErUWara
carse_noun	kArsa
carso_noun	kArso
carst_noun	kArsta
cart-bote_noun	kArta-vota
cartage_noun	gAdZI-BAdZA/DulAI
cartel_noun	kAratela
carthaginian_noun	kArWojiniAI
cartogram_noun	mAnAreKa/kArtogrAma
cartographer_noun	mAnaciwrakAra
cartography_noun	mAnaciwrakalA
cartometer_noun	kArtomItara
cartotechnician_noun	kArtowakanIkajFa
cartouche_noun	kArawUSa
carved_noun	uwkIrNa
cascade_noun	sopAnI_jalaprapAwa
cassette_noun	kAseta
cassia_noun	kEsiyA
cassiteride_noun	kEsIterAida
casting_noun	DAlanA/saMcakana
castle_noun	mahala/xurga
cataclinal_noun	anunawika
cataclymist_noun	pralayavAxI
cataclysm_noun	pralaya
cataclysmic_noun	pralayAwmaka
catalogue_noun	graMWa_sUcI
catapult_noun	goPaNA
catarrhii_noun	kEtArAinI
catastrophism_noun	vipaxvAxa/pralayavAxa
catastrophist_noun	vipaxvAxI/pralayavAxI
catch_noun	aBigrahaNa
catena_noun	kEtInA
catinga_noun	kEtiMgA/JAdI-vana
catoctin_noun	kEtoYktina
cattleman_noun	paSupAla
cauldron_noun	mahAkuNda/koYldrana
cauliflorous_noun	swaMBapuRpI
cause_noun	kAraNa
causeway_noun	koYjZave
causse_noun	koYja
cavalier_noun	aSvArohI
cave_noun	guhA/guPA
cave-in_noun	XaMsa_jAnA/nipAwa_honA
cavern_noun	kaMxarA
cavernicolous_noun	kaMxarAvAsI/guhAvAsI
cavernous_noun	kaMxarI/guhAmaya/kaMxarAmaya
caving_noun	guhAyana
cavity_noun	kotara/guhikA/guhA
cay_noun	ke
cdr_noun	cakravAwa_saMsUcaka_redAra
cehemical_noun	rAsAyanika_xravya/rasAyana_rAsAyanika
ceiba_noun	sIbA
ceiling_noun	CAxa/CAxana/sImAMwa/aMwaSCaxa
ceilograph_noun	sIlogrAPa/meGa_walaleKI
ceilometer_noun	sIlomItara/meGawalamApI
ceja_noun	sejA
celestial_noun	KagolIya
cell_noun	sEla/koSikA/koRTikA
cellophane_noun	seloPena/kAcABa_pawra
cellotone_noun	selotona
cellular_noun	koSikIya
celt_noun	selta
celtities_noun	seltAitIjZa
cement_noun	sImenta_sImenta_karanA/saMyojiwa_karanA
cenote_noun	senota
census_noun	gaNanA/janagaNanA
centering_noun	kenxraNa
centigrade_noun	sentIgreda
centigram_noun	sentIgrAma
centimeter_noun	sentImItara
central_noun	maXya/keMxrIya/saMkeMxra
centrality_noun	kenxrIyawA
centralization_noun	keMxrIkaraNa
centre_noun	kenxra
centrifugal_noun	apakeMxrIya
centrifugation_noun	apakenxrIkaraNa/apakenxraNa
centripetal_noun	aBikeMxrIya
centroclilnal_noun	kenxranawika
centrography_noun	sentrogrAPI/gurUwvakenxra_vixyA
centrosphere_noun	kenxramaMdala
ceramics_noun	mqwwikASilpa
ceraunometer_noun	serOnomItara/wadiw_visarjanamApI
cereal_noun	anAja/XAnya
ceremonial_noun	anuRTAnika
cerrado/cerradao_noun	serEdo
cerro_noun	soro
cesspit_noun	malagarwa
cesspool_noun	malakuMda
cevice_noun	vixarikA
chace/chase_noun	cEsa
chaco_noun	cEko/AKeta-sWala
chaetoceros_noun	kItoYsirasa
chaff_noun	Salka_sahapawra//wuRa/BUsA/BramikA
chain_noun	SqMKalA/SreNI/mAlA/cEna/jZarIba
chainage_noun	jZarIba_xUrI
chalet_noun	svisa_kutIra
chalk_noun	KadZiyA_coYka
chalkland_noun	cAkalEMda/KadZiyA_praxeSa
chalky_noun	cAkamaya
chalybeate_noun	lohasaMsikwa/kElIbieta
chamber_noun	koRTa/kakRa
champ_noun	SEmpa/kRewra
champagne_noun	SEmpena
champian_noun	SEmpiana
chance_noun	saMyoga/prAyikawA/avasara
change_noun	parivarwana/aMwara
channel_noun	cEnala/saMcAra_mArga/mAXyama/praNAla/jalamArga/vAhikA
chaos_noun	aswavyaswawA
chapada/chapadao_noun	cEpAdA/cEpAdAo
chaparra_noun	cEperA/bAMja
chaparralc_noun	cEperala/bAMja_vana
chapel_noun	cEpila/prArWanAlaya
chaperonc_noun	saMrakRikA
character_noun	saMprawIka
characteristic_noun	lakRaNa/viSeRawA/aBilakRaNa/aBilakRaNika/pUrNAMSa
characteristics_noun	lakRaNa/aBilakRaNa
chariot_noun	raWa
charlatan_noun	kUta_cikiwsaka
charm_noun	rakRA_kavaca
charnian_noun	kArniyAI
charnoid_noun	kAranoYyada
chart_noun	cArta/samuxrI_cArta/saMciwra
chasm_noun	gahvara
chassis_noun	DAzcA
chattel_noun	cala_sampawwi/jaMgama_sampawwi
chaung_noun	cAzga
chaussee_noun	pakkI_sadZaka
cheluviation_noun	XAwvaMSa-CAlana
chemosphere_noun	rasomaMdala
chena_noun	cEnA
chenier_noun	anUpa_vana_kataka/vana_kataka
cheremis_noun	carimisa
chernozem_noun	carnojZama
chestnut_noun	cestanata
chetoi_noun	cetoI
chevron_noun	paxaPIwI
cheyenne_noun	SAiena
chibicha_noun	cibacA
chicle_noun	cikala
chiclero_noun	cikala-ekawraka
chicory_noun	kAsanI
chief-rent_noun	muKya_BAtaka
chieftain_noun	muKiyA
chieftaincy_noun	sAmanwa_rAjya
chili_noun	pavanacili
chill_noun	TiTurana/xruwaSIwana
chin_noun	cibuka
chine_noun	vixara/cAina
chinook_noun	cinUka
chip_noun	cipa
chisel_noun	CenI/rUKAnI
chlorinity_noun	klorInawA
chlorocity_noun	klorositI
chlorodyne_noun	klorodAina
choava-berry_noun	coAvA-berI
choirboy_noun	gAyakamaMdalI_bAlaka
choke_noun	coka
chopping_noun	saMkarwana/tukadZe_karanA
chore_noun	kriyA_kalApa
chorisogram_noun	korIsogrAma
chorisometer_noun	korIsomItara
chorisometrogram_noun	korisomewrogrAma
chorisopleth_noun	korIsopleWa
chorological_noun	jIvaviwaraNavijFAnI
chorology_noun	jIva_viwaraNa_vijFAna/jIva_BUviswAra
chorometrogram_noun	korometrogrAma
chrogram_noun	korogrAma
chrography_noun	sWAna-mAnaciwraNa
chroma_noun	kromA
chromosphere_noun	varNamaMdala
chronicler_noun	iwihAsakAra
chronograph_noun	samayaleKI/kronogrAPa/kAla_leKI
chronological_noun	kAlAnukramika
chronology_noun	kAlAnukrama/kAlAnukramikI
chronometer_noun	kAlamApI/kronomItara
chronopleth_noun	samakAla_reKA/kronopleWa
chronotaxis_noun	kamakAlakrama/kronotEksisa
chuck_noun	caka
chuckchi_noun	cukacI
churning_noun	maMWana/bilodana
cif_noun	lAgawa_bImA_BAdZA
cinder_noun	siMdara/aMgAra
cinglos_noun	siMgaloYsa
circle_noun	vqwwa
circuit_noun	paripaWa
circular_noun	vqwwAkAra/varwula/vqwwIya
circulation_noun	parisaMcaraNa/parisaMcAraNa
circulatory_noun	parisaMcArI
circumdenudation_noun	parianAcCAxana
circumerosion_noun	pariaparaxana
circumflex_noun	sarakamaPlEksa
circumnavigation_noun	nOparisaMcalana
circumorbital_noun	parikakRIya
circumpolar_noun	pariXruvIya
circumtropical_noun	paryuRNakatibaMXa/pari-uRNakatibaMXa
cirkus_noun	sarkasa
cirriform_noun	pakRABa/pakRABa_rUpa/sirasa_rUpa
cirrocumulus_noun	pakRABa_kapAsI
cirrostratus_noun	pakRABa_swarI
cirrus_noun	pakRABa
cist_noun	kotara
cistern_noun	hOjZa/kuMdikA
citadel_noun	nagara-xurga/gaDZa
cite_noun	site
city_noun	Sahara/sitI
city-servicing_noun	Sahara-paricaraNa
civita_noun	sivitA
civitate_noun	XArmika_nagara/siviteta
civl_noun	year_vyAvahArika_varRa
clachan_noun	klAkana/girjA_nagara
clan_noun	gowra/kula/prakula
clandestine_noun	saMgupwa
clasp_noun	baMXanI
classification_noun	vargIkaraNa
classified_noun	vargIkqwa
clast_noun	SElaKaMda
clatter_noun	klEtara/SaEla_malavA
clay_noun	mqwwikA
clay-pipe_noun	mqxunalikA
clay-with-flint_noun	Plinta-yukwa_mqwwikA
clayband_noun	mqwwikA_pattI
claypan_noun	mqwwikA_kaTorawala/mqwwikA-patala
clear_noun	svacCa/prakRoBa
clearing_noun	nirmalana/nirvqkRa_kRewra/vqkRahIna_kRewra
clearway_noun	nirbAXa_kRewra
cleavage_noun	vixalana
cleavage-fan_noun	paMKIya_vixalana
cleft_noun	vixaliwa_xarAra/vixara/viBraMSa
clent_noun	kleMta
clientele_noun	grAhaka-nikAya
cliff_noun	Bqgu
cliffy_noun	Bqgumaya/Bqgusama
cliltter_noun	klitara/SaEla_malavA
climagram_noun	klAimAgrAma
climagraph_noun	jalavAyu_AreKa
climate_noun	jalavAyu
climatic_noun	jalavAyavI/jalavAyu_saMbaMXI
climatization_noun	jalavAyavI_paryanukUlana
climato-isophyte_noun	jalavAyava_samapAxapa
climatograph_noun	jalavAyu_AreKa
climatography_noun	jalavAyu_AreKikI
climatological_noun	jalavAyu_saMbaMXI
climatology_noun	jalavAyu_vijFAna
climatotherapy/climatotherapeutic_noun	jalavAyu-cikiwsA
climax_noun	carama_avasWA
clime_noun	jalavAyu
climogram_noun	klAimogrAma/jalavAyu_AleKa
climograph_noun	klAimogrApa/jalavAyu_praBAvAreKa/jalavAyu_AreKa
climosequence_noun	jalavAyu_anukrama
clinometer_noun	pravaNawAmApI/nawimApI
clinometric_noun	klAinomiwIya
clinopole_noun	klAinopola
clip_noun	cimatI/klipa
cloak_noun	AvaraNa/labAxA
clock_noun	GadZI/niyawakAlikawA
clock-graph_noun	GadZI_AleKa
clockwise_noun	xakRiNAvarwa
clod_noun	DelA
clodbreaker_noun	DelABaMjaka
clog_noun	upAroXa
clogging_noun	avaroXana/upAroXana
close_noun	nikata/saMvqwa_kRewra/bAdZA
clothier_noun	bajAja/julAhA
clothoid_noun	kloWAyada
cloud_noun	meGa/bAxala
clouded_noun	meGAcCanna
cloudiness_noun	meGamayawA/meGAcCannawA/meGAvaraNa
clouding_noun	meGAyana
cloudless_noun	meGa_rahiwa/nirmeGa
cloudy_noun	meGamaya/meGAcCanna
cloustonite_noun	klAustonAita
clover_noun	klovara/wipawiyA_cArA
clover-ley_noun	klovara_le/wipawiyA_GAsakRewra
clump_noun	klampa/Juramuta/saMpuMjana/gucCana
cluses_noun	KadZI_anuprasWaGAtI
cluster_noun	gucCa/puMja
clutch_noun	saMgrAha/klaca
clutter_noun	kolAhala
clytia_noun	klitiyA
clytiopsis_noun	klitiyopsisa
co-oscillation_noun	saha_xolana
co-periodic_noun	saha_AvarwI
coagulation_noun	skaMxana
coal_noun	koyalA/pawWara_kA_koyalA
coalesce_noun	saMlIna_honA/sammiliwa_honA
coalescence_noun	saMlayana
coalified_noun	koyaliwa/koyalABUwa
coalilfication_noun	koyalABavana/koyalIBavana
coaltitude_noun	ko-unnawAMSa
coamile_noun	koemAila
coarse_noun	sWUla/motA/GatiyA/apariRkqwa/kaccA
coast_noun	samuxra_wata/wata
coastal_noun	watIya
coating_noun	vilepana/lepa_karanA
coayard_noun	koyalA_prAMgaNa/kolayArda
cob_noun	gullI/ButtA
cobblestone_noun	golASmikA/batiyA/upalikA
coccosphaera_noun	kAkosPIrA
cockle_noun	saMvali/silavata
cockpit_noun	koYkapita
cocksfoot_noun	koYksaPuta
code_noun	kUta/saMkewa/saMhiwA
codex_noun	kodeksa/pANdulipi
coding_noun	kodana/kodiMga/saMkewana
codlin_noun	koYdalina
coefficient_noun	guNAMka
coextensive_noun	sahaviswqwa/samaviswArI
coffer_noun	wijorI
coffin_noun	wAbUwa
coherence_noun	saMsakwawA/saMgawi/saMbaxXawA
coherent_noun	saMbaxXa/saMsakwa
cohesive_noun	saMsaMjaka
coil_noun	kuMdalI
coin_noun	sikkA/muxrA
coire_noun	koyare/himaja_ghavara
col_noun	kola
colatitude_noun	kotiSara
cold_noun	SIwa/SIwala/TaMdA
collaborator_noun	sahayogI
collector_noun	samAharwwA/kalaktara/saMgrAhaka/aBigrAhaka
collery_noun	koyalA-KAna
collimation_noun	saMXArana/samAMwaraNa
collision_noun	saMGatta/takkara/saMGattana
colloidal_noun	koloYidI
collum_noun	kolama
colluvial_noun	miSroDa
colluvium_noun	miSroDaka
colonia_noun	upaniveSa/baswI/PArma
colonial_noun	nivahI/upaniveSI
colonist_noun	upaniveSI/upaniveSaka
colonization_noun	upaniveSana/nivahaBavana
colony_noun	upaniveSa/upanagara/koYlonI
colour_noun	raMga/varNa
colraatage_noun	kAlmEteja/naxIwata-vqxXi
colt_noun	aSvaSAvaka
column_noun	swaMBa/koYlama
columnar_noun	swaMBI/swaMBAkAra
comanchean_noun	komeMciana
comba_noun	kombA/GAtI
comber_noun	kombara
combination_noun	saMyojana/saMyoga/saMcaya
combustion_noun	xahana
combustor_noun	xahaniwra
comet_noun	XUmakewu/pucCala_wArA
comitatus_noun	koYmItetasa
commercial_noun	vANijya
comminution_noun	avacUrNana
commissary_noun	aXikArI
commodity_noun	paNya
common_noun	uBayaniRTa/sarvaniRTa
commoner_noun	koYmanara/janasAXAraNa
communal_noun	samuxAyI/sAmuxAyika/sAmpraxAyika
communalism_noun	sAmuxAyikawA/sAmpraxAyikawA
communality_noun	sAmuxAyikawA
commune_noun	kamyUna
communication_noun	saMcAra/saMcaraNa
community_noun	samuxAya
commuter_noun	sAmayika_tikata_vAlA/aBigamaka/aMwavarwana_kRewra
compact_noun	saMhawa
compage_noun	kompeja
comparative_noun	wulanAwmaka
comparator_noun	wulaniwra/kamperetara
compass_noun	kuwubanumA/xiksUcaka/kampAsa
compatibility_noun	susaMgawi/saMgawawA
compatriot_noun	samaxeSI
compensation_noun	prawipUraNa/kRawipUrwi/prawikAra
competency_noun	kRamawA/sAmarWya
competent_noun	samarWa
competitor_noun	prawiyogI
compilation_noun	anuBARaNa/saMkalana/saMgrahaNa
compiled_noun	saMkaliwa
compiler_noun	anuBARaka/saMkalaka/saMkalanakarwwA
complement_noun	pUraka
complex_noun	sammiSra/saMkula/jatila/jatila_saMGa/jatila_SElasaMGa
compliant_noun	anupAliwa
component_noun	Gataka
composing_noun	kampojana
composite_noun	miSra/saMyukwa
composition_noun	saMyojana
compositor_noun	kampojItara
compressible_noun	saMpIdya
compressiblity_noun	saMpIdyawA
compression_noun	saMpIdana
comptoir_noun	vyavasAyika_ejeMsI
computation_noun	aBikalana
compute_noun	aBikalana/aBikalana_karanA
computer_noun	aBikaliwra/kampyUtara/aBikalaka
conacre_noun	koYnaekadZa
conational_noun	saharARtrika
concave_noun	avawala
concentrate_noun	saMkeMxriwa_karanA/sAMxra/sAMxra_karanA/gADZA_karanA
concentrated_noun	sAMxriwa/gADZA/saMkenxriwa
concentration_noun	sAMxrawA/sAMxraNa/gADZApana/saMkeMxraNa
concentric_noun	saMkenxrI
concern_noun	saMsWA
conch-shell_noun	SaMKa-koSa
conclusion_noun	pariNAma/niRkarRa
concourse_noun	BIdZA/jamAva
concrete_noun	kaMkrIta
concubine_noun	sahavAsanI/upapawnI
concurrence_noun	saMgama/sahamawi
concurrent_noun	saMgAmI
condemn_noun	anupayogI_GoRiwa_karanA
condensation_noun	saMGanana/xravaNa
condense_noun	saMGaniwa_karanA/xraviwa_karanA/xraviwa_honA
condenser_noun	saMXAriwra/xravaNiwra/saMgrAhI
condition_noun	prawibaMXa/Sarwa/avasWA/parisWiwi/_xaSA
conditional_noun	saprawibaMXa/prawibaMXI
conditioning_noun	prAnukUlana/prawibaMXana
condominium_noun	saha-SAsiwa_praxeSa
conduction_noun	cAlana
conductive_noun	cAlakIya
conductivity_noun	cAlakawA
conductor_noun	cAlaka
conduit_noun	saMnAla/nalikA/nalI/nala/vAhikA
cone_noun	SaMku/kona
cone-dome_noun	SaMku_gumbaxa/SaMku_kalaSa
