#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
plug_noun	pracAra/plaga/dAta/cutakI/cinagArI_plaga/avaroXaka/anukUla_pracAra
plug_verb	pracAra_karanA/mAranA/BaranA/baMxa_karanA/dAta_lagAnA/xoharAI_se_kahanA
plug-hole_noun	dAta_kA_surAKa
plug-ugly_noun	kamajZoroM_ko_xabAne_vAlA
plugboard_noun	plagaborda
plugger_noun	samarWaka
plughole_noun	dAta_kA_surAKa
plum_adverb	ekaxama
plum_noun	UMcA_ohaxA/AlUbuKArA/bera_kA_Pala/lABaxAyaka
plum-pudding_noun	bera_se_banI_huI_KAxya_paxArWa
plumage_noun	paMKa/pakRawi
plumb_adjective	sIXA
plumb_adverb	ekaxama/TIka
plumb_noun	sAhula/panasAla
plumb_verb	WAha_lenA/samaJanA/gaharAI_nApanA/gaharAI_meM_jAnanA
plumb-line_noun	sAhula-sutra
plumb-line_noun	sAhula_sUwra
plumber_noun	nalasAjZa
plumbery_noun	nalasAjZI
plumbing_noun	nalasAjZI
plume_noun	paMKa/para/para_se_banAyA_huA_ABaraNa
plumed_adjective	para_se_ABURiwa
plummet_noun	sAhula/panasAla/sAhula
plummet_verb	acAnaka_gira_jAnA/wejZI_se_giranA
plummy_adjective	bera_ke_samAna/gaMBIra
plump_adjective	PulA_huA/motA/mAMsala/guxaguxA/golamatola
plump_verb	gaxxIxAra_banAnA/PulAnA
plumpness_noun	mutApA/motApA
plunder_noun	lUta/lUtamAra
plunder_verb	lUtapAta_karanA/lUta_lenA/lUtanA
plundered_adjective	lUtA_huA
plundering_noun	lUta-mAra
plunge_noun	gowA/Japata/dubakI
plunge_verb	uCAla_AnA/praveSa_karanA/kUxanA/GusedZanA/PazsAnA/gowA_lagAnA
plunge_verbal_noun	dUbanA
plunger_noun	xAzva_lagAne_vAlA/pistana/mjjaka/gowAKora/dattA
plunk_noun	Janakane_kI_AvAjZa/saswI_SarAba
plunk_verb	patakanA
pluperfect_noun	pUrNaBUwa
pluperferct_adjective	pUrNaBUwa_kAla
plural_adjective	viRamAMgI/ekAXika/aneka
plural_noun	bahuvacana
pluralism_noun	anekavqwwiBoga/anekavAxa/anekawva/anekavqwwiBoga
pluralist_adjective	bahulavAxI/anekavAxI
pluralist_noun	anekavqwwiBogI/anekavAxI
pluralistic_adjective	bahulavAxI/anekavAxI
plurality_noun	bahuvacana/bahumawa/AXikya/bahu_saMKyA
plus_adjective	Xana/se_aXika
plus_noun	Xana_kA_cinha
plus_preposition	Xana/Ora/isake_awirikwwa/milAkara
plus-fours_noun	DIlI_birajisa
plush_adjective	TATaxAra
plush_noun	maKamala/wUla_yA_reSma_kA_kapadA
plushy_adjective	TATaxAra
pluto_noun	lABa/sUrya_kA_navAz_graha
plutocracy_noun	Xanika_wanwra
plutonium_noun	plUtoniyama/kqwrima_rediyoXarmI_wawva
ply_noun	motAI{kapade_yA_lakadI_kI}
ply_verb	AnA-jAnA
plywood_noun	parawaxAra_lakadZI/plAIvuda/parawI_lakadI
pneumatic_adjective	vAyucAliwa/vAyavIya/vAyu_se_BarA_huA
pneumonia_noun	nimoniyA/nyUmoniyA
pneumonic_adjective	PuPPusIya/PuPPusI
po-faced_adjective	mUrKawA_kI_haxa_waka_gaMBIra_Ora_waMgaxila/gaMBIra_BAvavAlA
poach_noun	garama_pAnI_meM_walanA
poach_verb	garama_pAnI_meM_pakAnA/anaXikAra_SikAra_karanA/anaXikAra
poacher_noun	pocara/kadZAhI/cora-SikArI/SikAracora
poaching_noun	avEXa_SikAra
pock-mark_noun	PuMsI_kA_niSAna
pock-mark_noun	cecakarU
pock-marked_adjective	cecakI
pocked_adjective	PuMnasI_CAlA
pocket_noun	xvipa/XAnI/WElI/paSu_bahula_kRetra/pArakIya_aXikAra_kRetra/pAkIta/militArI_paketa/kRewra/KIsA/KaMda/jeba/havAI_garwa/cexa/batuA/baswI/baMxa_sWAna/ArWika_sAXana/AmaxanI/KAnA
pocket_verb	raKa_lenA/jeba_meM_raKanA/haWiyAnA/hadZapanA/Cexa_meM_dAlanA
pocket-book_noun	nota_buka/batuA
pocket-knife_noun	jeba_meM_raKanevAlA_cAkU
pocket-money_noun	jeba_Karca
pocketbook_noun	manIbEga/CotI_puswikA/batuA
pocketful_noun	jeba/jebaBara
pod_noun	PalI
podgy_adjective	WulaWula/CotA_Ora_motA
podiatry_noun	pAxacikiwsA
podium_noun	pATa-maMca/maMca
poem_noun	racanA/paxya/kqwi/koAZna/kAvya/kaviwA/hAik
poet_noun	SAyara/paxyakAra/kavi
poetess_noun	kavayiwrI
poetic_adjective	kAvyAwmaka/kAvyamaya/kavisulaBa/kAvyAwmaka
poetical_adjective	kAvyawmaka/kAvyamaya/kavisulaBa
poetise_verb	CaMxIkqwa_karanA
poetiser_noun	wukabaMxa
poetize_verb	CaMxIkqwa_karanA
poetizer_noun	wukabaMxa
poetry_noun	SAyarI/kAvya/kaviwA
pogo-stick_noun	eka_prakAra_kA_KilOnA
pogrom_noun	sAmUhika_hawyA
poignancy_noun	mArmikawA/kAruNikawA
poignant_adjective	mArmika/marmasparSI/hqxaya_vixAraka
poignantly_adverb	marmasparSI_DaMga_se/hqxayasparSI_DaMga_se
poinsettia_noun	eka_uRNakati_saMbanXI_pOXA
point_noun	xiSAbinxu/waWya/vixyuwa_paiMta/ulleKa/swara/sWAna/sWala/sUI/sparSasWala/sparSabinxu/saXA_huA_svara/sArAMSa/sAra/purNa_virAma/pAZita_sAijZa/pAZita/paiMta_para_wEnAwa_KilAdZI/paiMta/nukIlA_Sastra/noka/muxxA/muKyabinxu/mawalaba/kRaNa/kenxrabinxu/kAMtA/kAla/jagaha/ikAI/cinha/binxu/biMxu/ASaya/aMwima_binxu/aMka/agraxala/anI/xvigbiMxu/aMsa/viSeRawA/vixyuw_sAzketa/patariyAz/1kAztA
point_verb	xiKAnA/xarSnA/wAnanA/uTnA/tIpa_karanA/saMkewa_karanA/pEroM_kI_uMgliyoM_para_nAcanA/niSAnA_lagnA/nirxeSa_karanA/lakRya_sAXanA/jodZa_karanA/jodEYa_BaranA/iSArA_karanA/iMgiwa_karanA/niSAnA_bAzXanA/lakRya_karanA/kI_ora_honA/mahawwva_xenA
point-blank_adjective	awyanwa_nikata_se/sIXA
point-blank_adjective	spaRta/sIXA/muzhaPZata
point-blank_adverb	sAPZa-sAPZa
point-duty_noun	trEPika_pulisa_kI_dyUtI
point-to-point_noun	kRetra_pAra_xOdZa
pointed_adjective	suspaRta/nukIlA/suspaRta
pointedly_adverb	suspaRta_DaMga_se/sAragarBiwa_DaMga_se/lakRya_karawe_hue
pointer_noun	suJAva/sUI/sUcaka/saMkewa/paiMtara/nirxeSaka/safkewaka/nirxeSaxaNda/salAha/BaviRya_kI_pragawi_ko_xarSAnevAlI_vaswu/SikArI_kuwwA
pointillism_noun	binxu_ciwraNa
pointing_adjective	kI_ora_saMkewa_karawA_huA
pointing_noun	tIpakArI/tIp/tIpatApa/tipakArI
pointless_adjective	vyarWa/nirarWaka/binA_noka_kA/bekAra/arWahIna
pointless_noun	nirarWaka/vyarWa
pointlessly_adverb	nirarWakawApUrvaka
pointlessness_noun	nirarWakawA
poise_noun	Tavana/saMwulana
poise_verb	wEyAra_karanA/sAXa_kara_pakadZanA/rukanA/saMwuliwa_karanA
poised_adjective	wEyAra/TaharA_huA/saMwuliwa/wEyAra/saMyamI
poison_adjective	KarAba/GAwaka
poison_noun	jZahara/viRa/xURiwa_AhAra
poison_verb	viGna_dAlanA/jZahara_xenA/jZahara_dAlanA/hAni_pahuzcAnA/bigAdZanA/viRa_xenA/xURiwa_kara_xenA/bigAdanA
poison-pen-letter_noun	XamakI_BarA_pawra
poisoner_noun	viRaxAwA/jZahara_xene_vAlA/viRaxAyI/viRaGAwaka
poisoning_noun	viRa_xenA/viRAkwawA/viRAkwIkaraNa
poisonous_adjective	vixveRapUrNa/KZarAba/KarAba/jaharIlA/viRElA
poke_noun	suswa_AxamI/mukkA/koMca/JolA/jAna
poke_verb	saMBoga_karanA/nikAlanA/nikalanA/koMcanA/JAzkanA/banAnA/DakelanA/Cexa_banAnA/cuBonA
poker_noun	pokara/kurexanI/wASa_kA_Kela
poker-face_noun	BAvaSUnyawA
poker-face_noun	BAvahIna_ceharA
poker-faced_adjective	BAvaSUnya
pokey_adjective	suswa/samaya_vyarWa_gazvAne_vAlA
poky_adjective	waMga/suswa/samaya_vyarWa_gazvAne_vAlA/jZarA_sA_jagaha
polar_adjective	XruvIya/XruvIya/viparIwa
polarisation_noun	XruvaNawA/XruvaNa
polarise_verb	Xruviwa_karanA/waraMgiwa_karanA/viparIwa_karanA
polarity_noun	XruvIyawA/viparIwawA/eka_sAWa_viroXI_vqwwiyAz/vicAroM_meM_BinnawA
polarization_noun	XruvaNawA/XruvaNa
polarize_verb	Xruviwa_karanA/waraMgiwa_karanA/viparIwa_karanA/XruvIkaraNa/eka_hI_xiSA_meM_lahareM_jagAnA/xo_gutoM_meM_bAztanA
polaroid_noun	XUpa_kI_wIvrawA_kama_karanevAlA_AvaraNa/kEmarA_jo_wuranwa_Poto_xeM/Poto_jo_wuranwa_PotoM_xene_vAle_kEmare_se_KIMcA_gayA_hE
pole_noun	xruva_wAr/Xruva_binxu/Xruva/viloma/swamBa/polEnd_kA_nivAsI/polEnda/ParasA/KaMbA/KamBA/cumbakIya_Xruva/Cora/ballI/KambA
pole_verb	TelanA/calnA/calAnA/ballI_lagnA
pole-ax_verb	jZora_se_mAranA/awyaXika_praBAviwa_karanA
pole-axe_verb	Parase_se_kAtanA
pole-axe_verb	jZora_se_mAranA/awyaXika_praBAviwa_karanA
pole-vaulter_noun	laggA_se_kuxane_vAlA
pole-vaulting_noun	laggA-kUxa
pole-vaulting_noun	laggA_kUxa
polecat_noun	polakEta
polemic_adjective	vivAxAwmaka
polemic_noun	warkapUrNa_racanA/vivAxAwmaka_kuSalawA/KaNdanAwmaka_leKaka/vivAxa
polemical_adjective	vivAxAwmaka
polemicist_noun	KaNdanAwmaka_leKaka
polemics_noun	vivAxAwmaka_kuSalawA
polemist_noun	KaNdanAwmaka_leKaka
police_noun	pulisa_viBAga/pulisa/ArakRaka/pulIsa
police_verb	vyavasWiwa_karanA/vyavasWA_karanA/niyaMwraNa_karanA/nigarAnI_raKanA
policeman_noun	sipAhI
policewoman_noun	mahilA_sipAhI
policy_noun	pAlisI/nIwi/SAsana_kI_cAla/bImA-pawra
policy-maker_noun	nIwi_nirXAraka
policyholder_noun	bImA_pAlisI_XAraka
polio_noun	poliyo
poliomyelitis_noun	poliyo
polish_noun	rogana/parimArjana/pAliSa/paliSa/camaka
polish_verb	SIGra_karanA/rogana_karanA/parimArjana_karanA/paliSa_karanA/catPata_karanA/camaknA/camakAnA/pariRkqwa_honA/saMvArA_jAnA
polished_adjective	susaMskqwa/pariRkqwa/paliSa_ke_kAraNa_camakawA_huA
polisher_noun	paliSagara
politburo_noun	palitabyUro
polite_adjective	vinamra/SiRta/saBya/pariSkrqwa/Baxra/namra
politely_adverb	SiRtawaH/SiRtAcArapUrvaka/SAlInawaH/saByawaH/namrawApUrvaka/bASaUra
politeness_noun	SiRtawA
politic_adjective	vivekapUrNa/uciwa/nIwikuSala/cawura
political_adjective	SAsana_viRayaka/rAjanIwika/rAjanEwika
political_noun	rAjaprawiniXi
politically_adverb	vyavahAra-kuSalawA_kI_xqRti_se/rAjanIwika_rUpa_se
politician_noun	rAjanIwijFa/rAjanewA/nIwijFa/rAjanIwijFa
politicisation_noun	rAjanIwIkaraNa
politicise_verb	rAjanIwi_mwM_xilacaspI_lenA/rAjanIwika_raMga_xenA
politicization_noun	rAjanIwIkaraNa
politicize_verb	rAjanIwi_mwM_xilacaspI_lenA/rAjanIwika_raMga_xenA
politicking_noun	rAjanIwi/RadyaMwra
politicking_verb	rAjanIwika_gawiviXiyoM_meM_laganA
politics_noun	rAjanIwi_vijFAna/rAjanIwi/kUtanIwi/rAjanIwi_SAswra
polity_noun	rAjyawaMwra/rAjyavyavasWA/rAjyaSAsana/rAjya_vyavasWA/rAjawanwra
poll_noun	mawaxAna/mawasaMKyA/mawa/mawaxAna
poll_verb	milanA/mawa_pUCanA/vota_prApwa_karanA/mawagrahaNa_karanA
pollard_noun	SqMgahIna_paSu/CAztA_gayA_vqkRa/TUzTa
pollard_verb	CAztanA
pollen_noun	parAga
pollenate_verb	parAgaNa_karanA
pollenation_noun	parAgaNa
pollinate_verb	parAgaNa_karanA/parAga_sIcanA
pollination_noun	parAgaNa
polling_noun	mawaxAna
polling-booth_noun	mawaxAna-kakRikA
polling-day_noun	mawaxAna_xivasa
polling-station_noun	mawaxAna_keMxra
polliwog_noun	meMDaka_kA_bacc
pollster_noun	mawaxAna_sarvekRaka
pollutant_noun	praxURaka
pollute_verb	xURiwa_karanA/apaviwra_karanA
polluted_adjective	praxURiwa
polluter_noun	praxURaka
pollution_noun	praxURaNa
pollywog_noun	meMDaka_kA_baccA
polo_noun	polo/cOgAna
polo-neck_noun	baMxa_gale_kA_svetara
poltergeist_noun	BUwa
poly_noun	bahuSilpaSikRaNAlaya
polyandry_noun	bahupawiwva
polyester_noun	paliyestara
polyethylene_noun	paliWAilIna
polygamy_noun	bahuvivAha
polyglot_adjective	bahuBARI
polygon_noun	bahuBuja/bahuBujI
polygonal_adjective	bahuBujI
polymer_noun	bahulaka
polymorphic_adjective	bahurUpI
polymorphous_adjective	bahurUpI
polyp_noun	purvaMgaka/palipka/palipa
polyphonic_adjective	bahusvara/bahusvanAwmaka/bahusvara
polyphonous_adjective	bahusvanAwmaka
polyphony_noun	viviXasvara-saMgawi/bahusvarawA/bahusvana/viviXa_svara_safgawi
polypropene_noun	paliprapIna
polypropylene_noun	paliprapalIna/majZabUwa_kisma_kA_plAstika
polystyrene_noun	palistAirIna/halke_plAstika_kA_prakAra
polysyllabic_adjective	bahvakRarI/anekAkRarI
polysyllabical_adjective	bahvakRarI/anekAkRarI
polysyllable_noun	bahvakRara/anekAkRara/anekAkRaraSabxa
polytechnic_noun	bahuSilpa-SikRaNAlaya/bahuSilpa_vijFAna
polytetrafluoroethylene_noun	palItetrAPZloro_EWilIna
polytheism_noun	bahuxevavAxa
polytheistic_adjective	bahuxevavAxI
polythene_noun	paliWina/pAliWIna
polyunsaturated_adjective	bahu-asaMwqpwa/_
polyurethane_noun	polIyUraWena/raMgo_ke_liye_prayukwa_honevAlA_plAstika
pom-pom_noun	PuMxanA
pomander_noun	gulAbaxAnI
pomegranate_noun	anAra
pommel_noun	mUTa
pommy_noun	aMgreja
pomp_noun	XUmaXAma/SAna/XUmaXAma
pomposity_noun	xiKAvA/AdaMbara/Adambara
pompous_adjective	AdaMbarapUrNa/SAnaxAra
pompously_adverb	AdaMbarapUrNa_DaMga_se/Adambara_se
pompousness_noun	xiKAvA/AdaMbara
ponce_noun	xalAlA/swrENa_puruRa/vESyA_kI_kamAI_para_rahanevAlA_puruRa
ponce_verb	swrIvaw_vyavahAra_karanA/samaya_vyarWa_gazvAnA
ponce-about_verb	vyarWa_samaya_gazvAnA
poncho_noun	eka_prakAra_kI_GadI
pond_noun	walEyA/wAlAba/wAla/vApikA/vApI/sarasikA/sarasI/poKarI/poKara/gadZahI/bAvalI/bAvadZI
pond-skater_noun	laMbapAxa_jalakIta
ponder_verb	vicAra_karanA/socanA/manana_karanA/cinwana_karanA
pondering_adjective	vicAramagna
ponderous_adjective	SramasAXya/BArI-Barakama/BaxxA/nIrasa
ponderously_adverb	nIrasa_DaMga_se/BArI-Barakama_DaMga_se/Baxxe_DaMga_se
ponderousness_noun	nIrasawA/BArIpana
pong_noun	xurgaMXa
pontiff_noun	XarmAXyakRa
pontifical_adjective	popa_kA/AdaMbarapUrNa/XarmAXyakRIya
pontificate_verb	XarmAcArya_kI_waraha_bAweM_karanA
pontoon_noun	pantUna/nAva_kA_wireMxA/nAva_kA_pula/eka_prakAra_kA_wASa_kA_Kela/nAvapula
pony_noun	yAbU/tattU/yAbU
pony-tail_noun	panI-tela
pony-trekking_noun	manoraMjana_hewu_tattU_kI_savArI
poo_noun	CI
pooch_noun	kuwwA
poodle_noun	pUdala/kuwwA/pUdala{kuwwe_kI_eka_jAwi}
poof_noun	samalEMgika_puruRa
pooh_interjection	oPa/oha
pooh_noun	CI
pooh-pooh_verb	upekRA_karanA/wiraskAra_karanA
pool_noun	walEyA/wAlAba/wAla/vyawiyoM_kA_samuccaya/vyavasAyika_saMGa/vyakwiyoM_kA_samuccaya/vaswuoM_kA_samuccaya/vApikA/vApI/svImiMga_pUla/sarasikA/sarasI/sAmuhika_lABa_koRa/sAmuhika_jue_kA_eka_Kela/saMkoSa/ravAwa/puRkara/pUla/poKarI/poKara/nikAya/kuNda/Kela/jue_ke_Kela_meM_xAva_ki_XanarASI/gadZahI/eka_prakAra_kA_Kela/bAvalI/bAvadZI/poKarA/wErane_kA_wAlAba
pool_verb	suraMga_KoxanA/sAJA_karanA/ikatTA_karanA/hissA_baztanA
poolside_noun	waraNa-wAla_ke_Asa-pAsa_kA_sWana/wAlAba_Axi_kA_kinArA
poop_noun	xuMbAla/mUrKa_vyakwi/jAnakArI/CI/bevakUPZa/piCAdI
poop_verb	WakA_xenA/mala_karanA/bexama_kara_xenA
pooped_adjective	WakA_huA
poor_adjective	xubalA/xIna/viwwahIna/nirXana/niRPrANa/nirguNa/nirbala/mAmUlI/mAmulI/malina/kuwsiwa/kamajZora/kama/gZarIba/GatiyA/garIba/darapoka/becArA/bazjara/BaxxA/aparyApwa/aPakriSta/anupajAU
poor_noun	xIna/xarixra/alpa/KarAba/aBAgA/becArA
poor-spirited_adjective	darapoka
poorhouse_noun	anAWASrama
poorly_adjective	PIkA/asvasWa
poorly_adverb	asaMwoRajanaka_DaMga_se/lastamapastama
poove_noun	samalEMgika_puruRa
pop_adjective	SAstriya/pop
pop_adverb	jora_se_Pat
pop_noun	SEmpena/piwA/papa/Pakka_kI_Xvani/lokapriya/wadAkA/Pata/SarAba_rahiwa_JAgaxAra_peya/pApa_saMgIwa/poYpa{piwA_ke_lie_saMboXana}
pop_verb	wadakanA/pataka_xenA
pop-across_verb	sahasA_AnA
pop-art_noun	eka_prakAra_kI_saMgIwa_kalA
pop-corn_noun	lAvA/PuteharA
pop-eyed_adjective	badZI-badZI_AzKoM_vAlA/AzKeM_KulI_huI
pop-festival_noun	saMgIwa_mahowsava
pop-gun_noun	wuPZaMga
pop-in_verb	jalxI_se_xenA
pop-into_verb	jalxI_se_raKanA
pop-off_verb	mara_jAnA
pop-up_adjective	papa-apa
pop-up_verb	acAnaka_najZara_AnA
popadum_noun	pApada
popcorn_noun	papakarna
pope_noun	popa/paramaXarmAXyakRa
popery_noun	romana_kEWolikavAxa
popish_adjective	romama_kEWolikavAxI
poplar_noun	pahAdZI_pIpala_kI_lakadZI/pahAdZI_pIpala/pahAdI_pIpala
poplin_noun	papalina/poYpalIna
poppadam_noun	pApada
popper_noun	presa_batana/pApakarna_banAne_kA_barwna/ORaXi_raKane_kA_barwna
poppy_noun	poswA/Kasa-Kasa/poswA/poswa
poppycock_noun	UtapatAMga
populace_noun	janasAXAraNa/jana_sAXAraNa
popular_adjective	sAXAraNa/saswA/pramuKa/pracaliwa/lokapriya
popular_noun	lokapriya/janapriya/loka-/jana-
popular-front_noun	janamoracA
popularisation_noun	sArvajanikIkaraNa/pracAlana
popularise_verb	pracaliwa_karanA/lokapriya_banAnA/AsAna_banAnA/lokasulaBa_banAnA
populariser_noun	lokapriya_banAne_vAlA
popularity_noun	sarvamAnyawA/lokapriyawA
popularization_noun	sArvajanikIkaraNa/pracAlana
popularize_verb	pracaliwa_karanA/lokapriya_banAnA/AsAna_banAnA
popularizer_noun	lokapriya_banAne_vAlA
popularly_adverb	sAmAnyawayA/prajAwAMwrika_DaMga_se/janasAXAraNa_xvArA/Ama_wOra_se
populate_verb	basAnA/basanA/basa_jAnA
population_noun	nivAsI/loga/janawA/janasaMKyA/jana/AbAxI/jana_samuxAya
population-centre_noun	aXika_janasaMKyA_kA_sWAna
population-explosion_noun	janasaMKyA_meM_ekA-eka_vqxXi
populism_noun	janAXikAravAxa/lokavAxa
populist_adjective	lokavAxI/janavAxI
populist_noun	lokavAxI/janavAxI
populous_adjective	janAkIrNa/GanI_AbAxI_vAlA/GanI_AbAxIvAlA/janAkIrNa
porc_noun	suara_kA_mAMsaa
porcelain_noun	cInI_mittI_kI_banI_vaswu/cInI_mittI/cInI_mittI_ke_barawana
porch_noun	xvAramaNdapa/barAmaxA/dyoDI/xvAramaNdapa
porcupine_noun	sAhI
pore_noun	romakUpa/raMXra/Cixra/CotA_Cexa
pore_verb	pariSIlana_karanA
pork_noun	suara_kA_mAMsa/suara_kA_goSwa
pork-barrel_adjective	mawa_AkarRaNa_hewu_eka_hI_kRetra_meM_pEsA_KZarca_karane_kI
pork-barrel_noun	porka-bErala
pork-barrel_noun	porka_vota/votsa_prApwa_karane_ke_liye_sarakArI_Xana_ko_sWAnIya_kAryoM_meM_Karca_karana
pork-pie_noun	porka_pAi
porn_noun	aSlIla_sAhiwya
porno_adjective	aSlIla
porno_noun	aSlIla_sAhiwya
pornographer_noun	aSlIla_sAhiwyakAra/aSlIla_leKaka_yA_ciwrakAra
pornographic_adjective	aSlIla
pornography_noun	aSlIla_vivaraNa/aSlIla_sAhiwya
porosity_noun	saraMXrawA/CixrilawA
porous_adjective	Cixriwa/CIxrila/Cote_CexoM_vAlA
porpoise_noun	sUzsa/sUzsa/SiMSuka/cullakI
porridge_noun	xaliyA/xaliyA/rabadI
port_noun	saxara_xaravAjA/raMga-DaMga/purwagAlI_maxirA/pow_xvAra/powa_xvAra/porta/pawwana_nagara/PAtaka/KidZakI/jahAja_kA_vAmapArSva/jahAja_kA_JaroKA/havAI_jahAja_kA_vAmapArSva/cimanI/cAla-DAla/banxaragAhI_Sahara/baMxaragAha/pawwana/vAmapArSva/wejZa_lAla_SarAba
port_verb	vAma_skanXa_kiI_sIXa_me_lAnA/bAIM_waraPZa_mudZ_karanA/apanI_bAIM_ora_GUmnA
portability_noun	suvAhyawA
portable_adjective	suvAhya
portable_noun	suvAhya_taMkayaMwra/suvAhya_tAiparAitara/vAhya
portaiture_noun	rUpaciwra_yA_Sabxaciwra_banAne_kI_kalA
portal_noun	praveSa-xvAra/portala/praveSaxvAra/siMhaxvAra
portcullis_noun	uTAU/PAtaka
portend_verb	pUrvABAsa_yA_pUrvasUcanA_xenA
portenously_adverb	KarAba_warIke_se
portent_noun	pUrvasUcanA/pUrvasaMkewa/apaSakuna
portentous_adjective	asAXAraNa/aniRtasUcaka/AdaMbarapUrNa/amafgala_sUcaka/camawkArI
porter_noun	xaravAnaa/kUlI/kZulI/xvArapAla/pallexAra
portfolio_noun	viBAga/varga/SreNI/Seyara_samUha/petikA/jAnakArI-saMgraha/PAila/pawrAXAna/viBAga
porthole_noun	mUkA
portico_noun	xvAra-maNdapa/portiko/xvAramaNdapa/dyoDI
portion_noun	KurAka/hissA/BAga
portion_verb	bAzta_xenA
portly_adjective	sWUlakAya/motA
portmanteau_noun	portameMto
portmanteau-word_noun	miSra_Sabxa
portrait_noun	varNana/Sabxa-ciwra/CAyAciwra/rUpaciwra/Sabxaciwra
portraitist_noun	ciwrakAra
portraiture_noun	Sabxa-ciwra/ciwrakalA/ciwra
portray_verb	xarSAnA/varNana_karanA/praswuwa_karanA/aBinaya_karanA/ciwriwa_karanA
portrayal_noun	Sabxa-ciwra/ciwraNa/aBinaya
portrayer_noun	ciwrakAra
pose_noun	xiKAvA/muxrA/Cala-kapata
pose_verb	xAvA_karanA/KadZA_karanA/KadZA_honA/praswuwa_karanA/ciwra_ke_lie_KadA_rahanA_yA_bETanA/kA_DoMga_racanA/xiKAvA_karanA
poser_noun	xiKAvA_karane_vAlA/samasyA/pahelI
poseur_noun	xiKAvA_karane_vAlA/DoMgI
posh_adjective	uccavargIya/SAnaxAra/AlISAna/PESanebula
posh_adverb	uccavargIya_logoM_kI_waraha
posit_verb	mAnanA/jamA_kara_raKanA/mAna_lenA
position_noun	xqRtikoNa/xaSA/xarjZA/vyUha/vicAra_paxXawi/Tora/sWiwi/swara/sWApana/sWAna/SreNI/prawiRTA/paxa/muxrA/morcA/manaH_sWiwi/hAlawa/avasWiwi/aMga_vinyAsa/xqRtikoNa
position_verb	upayukwa_sWAna_para_honA/TikAne_para_rakanA/TIka_jagaha_lenA/jamnA/Asina_karanA/raKa_xenA
positional_adjective	sWiwIya
positioning_noun	sWApana
positive_adjective	XanAwmaka/spaRta/sakArAwmaka/pUrNa/prawyakRavAxI/niSciwa/ASAvAxI/niScayAwmaka/pakkA/praBAvayukwa/suniSciwa/XanAwmaka
positive_noun	Xana/sawya/Poto
positive-discrimination_noun	sakArAwmaka_BexaBAva
positively_adjective	niSciwa_rUpa_se/spaRta_rUpa_se
positively_adverb	vAswavika_rUpa_se/sakArAwmaka_rupa_se/niSciwa_rupa_se
positivism_noun	prawyakRavAxa/niScayAwmakawA
positivist_adjective	prawyakRavAxI
positivist_noun	prawyakRavAxI
positivistic_adjective	prawyakRavAxI
positivity_noun	niScayAwmakawA
posse_noun	xala/tukadZI/tolI/asWAyI_ArakRI_xal/xala/tukadI
posses_verb	raK_honA/raKanA/pAsa_honA/para_niyaMtraNa_raKanA
possess_verb	yukwa_honA/XAraNa_karanA/XAra_karanA/svawva_raKanA/raKanA/pAsa_honA/mAlika_honA/kAbu_karanA/kabjA_karanA/AviRta_karanA/AkrAnwa_karanA/aBiBUwa_karanA/kA_svAmI_yA_mAlika_honA/se_sampanna_honA/para_niyanwraNa_raKanA
possessed_adjective	BUwagraswa
possession_noun	sampawwi/kabjA/AXipawya/aXikqwa_kRewra/aXikqwa_kRetra/aXikAra/aXikara/svAmiwva/sampawwi/aXikqwa_yA_aXIna_kRewra
possessive_adjective	svawvAwmaka/saMbaMXakAraka/aMkuSa_raKane_vAlA/svawvaboXaka/sambanXavAcaka
possessively_adverb	svawvaboXaka_DaMga_se/aXikAra_sahiwa
possessiveness_noun	SAsana_karane_kI_wIvra_icCA/awIva_svawvAwmakawA/svawvaboXakawA
possessor_noun	svAmI/mAlika/svAmI
possibility_noun	samBavawA/saMBAvanA/SakyawA/GatanIyawA
possible_adjective	yaWAsamBava/saMBAvya/samBAvya/samBava/samaBva/Sakya/saMBava
possible_noun	samBAvyA_prawyASI/samBAvya_prawyASI
possibly_adverb	yaWAsamBava/SAyaxa/saMBavawaH/samBavawaH/kaxAPi/kaxAciw/saMBava_ho_sakanA
possum_noun	oYpojZama/poYsama{eka_paSu}
post_noun	sWiwi/praharI_sWAna/paxa/patravAhaka/patra_petI/laggA/kenxra/KaMBA/KamBA/dAkiyA/dAka_kI_muhara/dAka_Gara/dAka/cOkI/aKabAra/sWAna
post_verb	wEnAwa_karanA/pracAra_karanA/niyUkwa_karanA/niyukwa_karanA/dAlaanA/citTI_dAlaanA/cipakAnA/byOrA_xenA/BejanA/dAka_meM_dAlanA/dAka_se_BejanA
post-Paid_noun	xawwa-dAkaBAra
post-box_noun	pawra_petI/dAka-bAksa
post-card_noun	posta_kArda
post-code_noun	dAka_koda
post-date_verb	uwwara_xinAMkiwa_karanA
post-free_adjective	dAka_BAra_mukwa
post-free_adverb	dAka_BAra_mukwa_rUpa_meM
post-free_noun	dAkaBAra-mukwa
post-graduate_adjective	snAwakowwara
post-industrial_adjective	maSInIkaraNa_ke_paScAwa
post-mark_noun	mohara/CApa
post-modern_adjective	AXunikowwara_SElI_kA
post-modernism_noun	AXunikowwara_SElI
post-modernist_adjective	AXunikowwaravAxI
post-modernist_noun	AXunikowwaravAxI
